Drug1,Drug2,Cell_line,Loewe
DB00188,DB00531,ACH-000002,-0.71
DB00188,DB00531,ACH-000019,-3.76
DB00188,DB00531,ACH-000046,-52.7
DB00188,DB00531,ACH-000090,-51.58
DB00188,DB00531,ACH-000148,-64.55
DB00188,DB00531,ACH-000202,-52.2225
DB00188,DB00531,ACH-000232,-81.96
DB00188,DB00531,ACH-000288,-67.39
DB00188,DB00531,ACH-000291,-48.89
DB00188,DB00531,ACH-000311,-51.26
DB00188,DB00531,ACH-000322,-55.12
DB00188,DB00531,ACH-000343,-68.57
DB00188,DB00531,ACH-000367,-68.07
DB00188,DB00531,ACH-000376,-71.11
DB00188,DB00531,ACH-000395,-46.8525
DB00188,DB00531,ACH-000425,-9.59
DB00188,DB00531,ACH-000428,-72.34
DB00188,DB00531,ACH-000433,-56.53
DB00188,DB00531,ACH-000463,-56.432
DB00188,DB00531,ACH-000477,-39.29
DB00188,DB00531,ACH-000504,-4.4
DB00188,DB00531,ACH-000551,-36.38
DB00188,DB00531,ACH-000552,-63.02
DB00188,DB00531,ACH-000579,-67.4
DB00188,DB00531,ACH-000615,-66.11
DB00188,DB00531,ACH-000617,-63.9
DB00188,DB00531,ACH-000649,-69.42
DB00188,DB00531,ACH-000651,-30.51
DB00188,DB00531,ACH-000655,-60.83
DB00188,DB00531,ACH-000657,-19.265
DB00188,DB00531,ACH-000665,-42.365
DB00188,DB00531,ACH-000681,-50.21
DB00188,DB00531,ACH-000696,-59.14
DB00188,DB00531,ACH-000706,-55.82
DB00188,DB00531,ACH-000713,-55.77
DB00188,DB00531,ACH-000730,-38.17
DB00188,DB00531,ACH-000750,-70.47
DB00188,DB00531,ACH-000757,-30.15
DB00188,DB00531,ACH-000810,-20.6075
DB00188,DB00531,ACH-000811,-51.82
DB00188,DB00531,ACH-000825,-52.78
DB00188,DB00531,ACH-000849,-65.9
DB00188,DB00531,ACH-000861,-54.97
DB00188,DB00531,ACH-000900,-62.73
DB00188,DB00531,ACH-000943,-33.68
DB00188,DB00531,ACH-000966,-67.26
DB00188,DB00531,ACH-000969,-85.09
DB00188,DB00531,ACH-000971,-48.01
DB00188,DB00531,ACH-001151,-56.25
DB00188,DB00531,ACH-001190,-33.91
DB00188,DB00531,ACH-001374,-46.6725
DB00188,DB00531,ACH-001418,-53.115
DB00188,DB00541,ACH-000008,40.42
DB00188,DB00541,ACH-000219,-3.77
DB00188,DB00541,ACH-000348,14.61
DB00188,DB00541,ACH-000401,-21.16
DB00188,DB00541,ACH-000425,7.47
DB00188,DB00541,ACH-000572,35.98
DB00188,DB00541,ACH-000579,-1.17
DB00188,DB00541,ACH-000614,6.7
DB00188,DB00541,ACH-000615,-7.89
DB00188,DB00541,ACH-000644,25.65
DB00188,DB00541,ACH-000730,-10.82
DB00188,DB00541,ACH-000750,17.94
DB00188,DB00541,ACH-000788,24.42
DB00188,DB00541,ACH-000810,3.67
DB00188,DB00541,ACH-000915,2.76
DB00188,DB00541,ACH-000968,-14.4
DB00188,DB00541,ACH-000987,-0.72
DB00188,DB00541,ACH-001190,-15.72
DB00188,DB00544,ACH-000001,-1.16
DB00188,DB00544,ACH-000002,-22.09
DB00188,DB00544,ACH-000019,0.36
DB00188,DB00544,ACH-000035,-4.2725
DB00188,DB00544,ACH-000090,4.94
DB00188,DB00544,ACH-000097,-8.525
DB00188,DB00544,ACH-000147,-8.91
DB00188,DB00544,ACH-000148,-1.06
DB00188,DB00544,ACH-000202,4.9375
DB00188,DB00544,ACH-000219,-12.9925
DB00188,DB00544,ACH-000232,2.83
DB00188,DB00544,ACH-000273,-18.39
DB00188,DB00544,ACH-000288,-5.21
DB00188,DB00544,ACH-000322,-7.8025
DB00188,DB00544,ACH-000343,-12.57
DB00188,DB00544,ACH-000376,4.27
DB00188,DB00544,ACH-000425,-6.615
DB00188,DB00544,ACH-000428,-4.78
DB00188,DB00544,ACH-000433,9.18
DB00188,DB00544,ACH-000477,7.5
DB00188,DB00544,ACH-000504,2.53
DB00188,DB00544,ACH-000551,-16.79
DB00188,DB00544,ACH-000555,-14.57
DB00188,DB00544,ACH-000579,7.78
DB00188,DB00544,ACH-000615,0.17
DB00188,DB00544,ACH-000651,5.27
DB00188,DB00544,ACH-000665,-1.6775
DB00188,DB00544,ACH-000696,-5.43
DB00188,DB00544,ACH-000706,-0.8
DB00188,DB00544,ACH-000713,-18.6875
DB00188,DB00544,ACH-000730,-19.29
DB00188,DB00544,ACH-000768,-6.61
DB00188,DB00544,ACH-000810,-52.52
DB00188,DB00544,ACH-000811,9.83
DB00188,DB00544,ACH-000825,-2.54
DB00188,DB00544,ACH-000849,5.32
DB00188,DB00544,ACH-000861,-5.47
DB00188,DB00544,ACH-000900,-5.12
DB00188,DB00544,ACH-000966,6.52
DB00188,DB00544,ACH-000969,-16.26
DB00188,DB00544,ACH-001374,-5.585
DB00188,DB00544,ACH-001418,-2.88
DB00188,DB00552,ACH-000002,-0.41
DB00188,DB00552,ACH-000019,-6.81
DB00188,DB00552,ACH-000046,-7.45
DB00188,DB00552,ACH-000090,-31.86
DB00188,DB00552,ACH-000288,-16.02
DB00188,DB00552,ACH-000343,-27.34
DB00188,DB00552,ACH-000367,-44.85
DB00188,DB00552,ACH-000376,-37.94
DB00188,DB00552,ACH-000433,-19.3
DB00188,DB00552,ACH-000477,-24.51
DB00188,DB00552,ACH-000551,-22.91
DB00188,DB00552,ACH-000552,-26.73
DB00188,DB00552,ACH-000579,-45.24
DB00188,DB00552,ACH-000617,-2.54
DB00188,DB00552,ACH-000649,-16.83
DB00188,DB00552,ACH-000651,-48.34
DB00188,DB00552,ACH-000655,-37.56
DB00188,DB00552,ACH-000706,-33.03
DB00188,DB00552,ACH-000750,-34.66
DB00188,DB00552,ACH-000768,-37.38
DB00188,DB00552,ACH-000811,-18.94
DB00188,DB00552,ACH-000825,-43.23
DB00188,DB00552,ACH-000900,-25.83
DB00188,DB00552,ACH-000966,-43.13
DB00188,DB00552,ACH-000997,-25.31
DB00188,DB00552,ACH-001151,-19.65
DB00188,DB00563,ACH-000001,-15.294
DB00188,DB00563,ACH-000002,-3.64
DB00188,DB00563,ACH-000019,-4.45
DB00188,DB00563,ACH-000028,-6.6775
DB00188,DB00563,ACH-000035,-9.585
DB00188,DB00563,ACH-000046,-2.64
DB00188,DB00563,ACH-000115,-13.8525
DB00188,DB00563,ACH-000148,0.27
DB00188,DB00563,ACH-000202,-2.88
DB00188,DB00563,ACH-000232,-14.83
DB00188,DB00563,ACH-000273,-12.23
DB00188,DB00563,ACH-000288,-6.43
DB00188,DB00563,ACH-000291,-9.3075
DB00188,DB00563,ACH-000322,-10.715
DB00188,DB00563,ACH-000343,-5.99
DB00188,DB00563,ACH-000348,-12.18
DB00188,DB00563,ACH-000367,-24.34
DB00188,DB00563,ACH-000395,-12.79
DB00188,DB00563,ACH-000425,-10.65
DB00188,DB00563,ACH-000428,-8.72
DB00188,DB00563,ACH-000433,-5.23
DB00188,DB00563,ACH-000463,-4.34
DB00188,DB00563,ACH-000477,0.52
DB00188,DB00563,ACH-000552,-8.546
DB00188,DB00563,ACH-000555,-15.64
DB00188,DB00563,ACH-000579,-5.48
DB00188,DB00563,ACH-000615,-16.19
DB00188,DB00563,ACH-000617,-11.05
DB00188,DB00563,ACH-000649,-3.22
DB00188,DB00563,ACH-000651,-5.895
DB00188,DB00563,ACH-000655,-10.34
DB00188,DB00563,ACH-000657,-2.3225
DB00188,DB00563,ACH-000681,-8.38
DB00188,DB00563,ACH-000696,-3.25
DB00188,DB00563,ACH-000713,-7.34
DB00188,DB00563,ACH-000730,-21.09
DB00188,DB00563,ACH-000757,-7.205
DB00188,DB00563,ACH-000768,-15.66
DB00188,DB00563,ACH-000788,-8.5375
DB00188,DB00563,ACH-000810,-6.23
DB00188,DB00563,ACH-000811,-23.075
DB00188,DB00563,ACH-000825,-10.32
DB00188,DB00563,ACH-000849,-14.87
DB00188,DB00563,ACH-000861,-16.49
DB00188,DB00563,ACH-000900,-12.85
DB00188,DB00563,ACH-000906,-4.59
DB00188,DB00563,ACH-000943,-6.87
DB00188,DB00563,ACH-000966,-12.92
DB00188,DB00563,ACH-000969,-7.45
DB00188,DB00563,ACH-000971,-10.814
DB00188,DB00563,ACH-001061,-5.53
DB00188,DB00563,ACH-001151,-12.96
DB00188,DB00563,ACH-001374,-16.8475
DB00188,DB00563,ACH-001418,-7.015
DB00188,DB00570,ACH-000035,-9.205
DB00188,DB00570,ACH-000115,-3.97
DB00188,DB00570,ACH-000147,-9.855
DB00188,DB00570,ACH-000202,-9.255
DB00188,DB00570,ACH-000219,-3.9625
DB00188,DB00570,ACH-000291,-5.95
DB00188,DB00570,ACH-000657,-1.96
DB00188,DB00570,ACH-000665,-4.345
DB00188,DB00570,ACH-000713,-1.34
DB00188,DB00570,ACH-000757,-7.795
DB00188,DB00570,ACH-000971,-4.5075
DB00188,DB00570,ACH-000977,-45.4675
DB00188,DB00570,ACH-001374,-7.16
DB00188,DB00619,ACH-000001,-46.52
DB00188,DB00619,ACH-000002,-49.5
DB00188,DB00619,ACH-000019,-51.84
DB00188,DB00619,ACH-000046,-31.8
DB00188,DB00619,ACH-000147,-43.9
DB00188,DB00619,ACH-000148,-0.13
DB00188,DB00619,ACH-000232,-26.63
DB00188,DB00619,ACH-000273,-31.99
DB00188,DB00619,ACH-000288,-51.58
DB00188,DB00619,ACH-000343,-21.4
DB00188,DB00619,ACH-000367,-30.58
DB00188,DB00619,ACH-000376,-1.6
DB00188,DB00619,ACH-000425,-43.89
DB00188,DB00619,ACH-000428,-56.73
DB00188,DB00619,ACH-000433,-39.16
DB00188,DB00619,ACH-000504,-25.05
DB00188,DB00619,ACH-000551,3.48
DB00188,DB00619,ACH-000552,-46.89
DB00188,DB00619,ACH-000555,-19.09
DB00188,DB00619,ACH-000579,-22.98
DB00188,DB00619,ACH-000615,-32.66
DB00188,DB00619,ACH-000617,-1.22
DB00188,DB00619,ACH-000649,-25.35
DB00188,DB00619,ACH-000651,-52.28
DB00188,DB00619,ACH-000655,0
DB00188,DB00619,ACH-000696,-34.6
DB00188,DB00619,ACH-000706,-32.54
DB00188,DB00619,ACH-000730,-20.97
DB00188,DB00619,ACH-000768,-45.3
DB00188,DB00619,ACH-000811,-20.43
DB00188,DB00619,ACH-000825,-39.98
DB00188,DB00619,ACH-000849,-20.41
DB00188,DB00619,ACH-000861,-15.9
DB00188,DB00619,ACH-000900,-4.46
DB00188,DB00619,ACH-000966,-47
DB00188,DB00619,ACH-000969,-20.26
DB00188,DB00619,ACH-000971,-42.22
DB00188,DB00619,ACH-000997,-26.69
DB00188,DB00619,ACH-001151,-19.37
DB00188,DB00619,ACH-001190,-21.35
DB00188,DB00642,ACH-000001,1.51
DB00188,DB00642,ACH-000147,-1.38
DB00188,DB00642,ACH-000232,-3.7
DB00188,DB00642,ACH-000288,-4.04
DB00188,DB00642,ACH-000343,-4.03
DB00188,DB00642,ACH-000376,-2.38
DB00188,DB00642,ACH-000433,1.78
DB00188,DB00642,ACH-000463,-7.38
DB00188,DB00642,ACH-000477,-4.7
DB00188,DB00642,ACH-000504,-2.14
DB00188,DB00642,ACH-000551,-3.73
DB00188,DB00642,ACH-000555,-2.86
DB00188,DB00642,ACH-000579,-1.72
DB00188,DB00642,ACH-000615,2.21
DB00188,DB00642,ACH-000651,-6.04
DB00188,DB00642,ACH-000655,-0.19
DB00188,DB00642,ACH-000681,-3.49
DB00188,DB00642,ACH-000696,-4.54
DB00188,DB00642,ACH-000706,1.42
DB00188,DB00642,ACH-000730,-1.16
DB00188,DB00642,ACH-000750,0.38
DB00188,DB00642,ACH-000768,1.52
DB00188,DB00642,ACH-000811,1.85
DB00188,DB00642,ACH-000825,-4.18
DB00188,DB00642,ACH-000849,-2.45
DB00188,DB00642,ACH-000861,-1.37
DB00188,DB00642,ACH-000900,-14.12
DB00188,DB00642,ACH-000966,1.49
DB00188,DB00642,ACH-000969,-8.2
DB00188,DB00642,ACH-000971,-1.16
DB00188,DB00642,ACH-001151,-2.44
DB00188,DB00642,ACH-001190,1.75
DB00188,DB00648,ACH-000002,-68.17
DB00188,DB00648,ACH-000019,-20.11
DB00188,DB00648,ACH-000046,-63.99
DB00188,DB00648,ACH-000148,-62.22
DB00188,DB00648,ACH-000343,-39.67
DB00188,DB00648,ACH-000367,-60.88
DB00188,DB00648,ACH-000376,-27.82
DB00188,DB00648,ACH-000428,-64.38
DB00188,DB00648,ACH-000433,-42.36
DB00188,DB00648,ACH-000477,-41.94
DB00188,DB00648,ACH-000552,-41.41
DB00188,DB00648,ACH-000555,-48.41
DB00188,DB00648,ACH-000579,2.69
DB00188,DB00648,ACH-000615,-25.08
DB00188,DB00648,ACH-000617,-64.48
DB00188,DB00648,ACH-000649,-64.18
DB00188,DB00648,ACH-000655,-27.73
DB00188,DB00648,ACH-000696,-55.21
DB00188,DB00648,ACH-000706,-53.22
DB00188,DB00648,ACH-000768,-62
DB00188,DB00648,ACH-000811,-36.93
DB00188,DB00648,ACH-000825,-65.2
DB00188,DB00648,ACH-000861,-41.31
DB00188,DB00648,ACH-000900,-65.11
DB00188,DB00648,ACH-000969,-65.27
DB00188,DB00648,ACH-000997,-44.58
DB00188,DB00648,ACH-001151,-29.72
DB00188,DB00665,ACH-000008,-0.36
DB00188,DB00665,ACH-000219,-17.62
DB00188,DB00665,ACH-000304,-46.03
DB00188,DB00665,ACH-000348,-41.27
DB00188,DB00665,ACH-000401,-6.36
DB00188,DB00665,ACH-000425,-16.03
DB00188,DB00665,ACH-000572,-15.74
DB00188,DB00665,ACH-000579,-18.95
DB00188,DB00665,ACH-000614,-33.41
DB00188,DB00665,ACH-000615,-48.04
DB00188,DB00665,ACH-000644,-23.29
DB00188,DB00665,ACH-000730,-55.25
DB00188,DB00665,ACH-000750,-21.12
DB00188,DB00665,ACH-000788,-40.06
DB00188,DB00665,ACH-000810,-43.9
DB00188,DB00665,ACH-000968,-32.63
DB00188,DB00665,ACH-000987,-44.2
DB00188,DB00665,ACH-001190,-18.54
DB00188,DB00724,ACH-000002,0.38
DB00188,DB00724,ACH-000019,-3.14
DB00188,DB00724,ACH-000046,-2.03
DB00188,DB00724,ACH-000090,-28.05
DB00188,DB00724,ACH-000148,-24.27
DB00188,DB00724,ACH-000288,-10.99
DB00188,DB00724,ACH-000343,-0.7
DB00188,DB00724,ACH-000367,-19.54
DB00188,DB00724,ACH-000376,-18.85
DB00188,DB00724,ACH-000425,-22.63
DB00188,DB00724,ACH-000428,-21.75
DB00188,DB00724,ACH-000433,1.63
DB00188,DB00724,ACH-000477,-8.66
DB00188,DB00724,ACH-000504,-17.22
DB00188,DB00724,ACH-000551,-23.43
DB00188,DB00724,ACH-000579,-24.85
DB00188,DB00724,ACH-000615,-28.73
DB00188,DB00724,ACH-000617,-4.31
DB00188,DB00724,ACH-000649,-1.06
DB00188,DB00724,ACH-000651,-22.55
DB00188,DB00724,ACH-000655,-21.8
DB00188,DB00724,ACH-000696,1.75
DB00188,DB00724,ACH-000706,-9.99
DB00188,DB00724,ACH-000730,-20.82
DB00188,DB00724,ACH-000750,-1.93
DB00188,DB00724,ACH-000768,-18.62
DB00188,DB00724,ACH-000811,-13.22
DB00188,DB00724,ACH-000825,-6.56
DB00188,DB00724,ACH-000849,-24.86
DB00188,DB00724,ACH-000861,-4.55
DB00188,DB00724,ACH-000900,-0.92
DB00188,DB00724,ACH-000966,-22.83
DB00188,DB00724,ACH-000997,-5.91
DB00188,DB00724,ACH-001151,-8.3
DB00188,DB00755,ACH-000002,-3.38
DB00188,DB00755,ACH-000019,-6.13
DB00188,DB00755,ACH-000046,-18.57
DB00188,DB00755,ACH-000147,-16.72
DB00188,DB00755,ACH-000148,-3.8
DB00188,DB00755,ACH-000232,-55.77
DB00188,DB00755,ACH-000273,-16.57
DB00188,DB00755,ACH-000288,-49.12
DB00188,DB00755,ACH-000343,-43.21
DB00188,DB00755,ACH-000367,-33.55
DB00188,DB00755,ACH-000376,-30.29
DB00188,DB00755,ACH-000425,-40.77
DB00188,DB00755,ACH-000428,-58.21
DB00188,DB00755,ACH-000433,-11.81
DB00188,DB00755,ACH-000463,-51.55
DB00188,DB00755,ACH-000477,2.42
DB00188,DB00755,ACH-000552,-43.85
DB00188,DB00755,ACH-000555,-43.36
DB00188,DB00755,ACH-000579,1.75
DB00188,DB00755,ACH-000615,-26.03
DB00188,DB00755,ACH-000617,-21.28
DB00188,DB00755,ACH-000649,-47.68
DB00188,DB00755,ACH-000651,-60.68
DB00188,DB00755,ACH-000655,-27.71
DB00188,DB00755,ACH-000681,-24.59
DB00188,DB00755,ACH-000696,-33.6
DB00188,DB00755,ACH-000706,-1.13
DB00188,DB00755,ACH-000730,-37.69
DB00188,DB00755,ACH-000750,-37.98
DB00188,DB00755,ACH-000768,-46.97
DB00188,DB00755,ACH-000811,-22.74
DB00188,DB00755,ACH-000825,-31.33
DB00188,DB00755,ACH-000849,-43.55
DB00188,DB00755,ACH-000861,-17.5
DB00188,DB00755,ACH-000900,-5.05
DB00188,DB00755,ACH-000966,-53.97
DB00188,DB00755,ACH-000969,-57.34
DB00188,DB00755,ACH-000971,-29.15
DB00188,DB00755,ACH-000997,-50.12
DB00188,DB00755,ACH-001151,-1.77
DB00188,DB00773,ACH-000001,-2.75
DB00188,DB00773,ACH-000002,4.78
DB00188,DB00773,ACH-000046,1.19
DB00188,DB00773,ACH-000090,-3.72
DB00188,DB00773,ACH-000147,-0.74
DB00188,DB00773,ACH-000148,-4.2
DB00188,DB00773,ACH-000232,6.76
DB00188,DB00773,ACH-000288,-1.63
DB00188,DB00773,ACH-000343,-2.15
DB00188,DB00773,ACH-000376,5.72
DB00188,DB00773,ACH-000425,0.74
DB00188,DB00773,ACH-000428,0.54
DB00188,DB00773,ACH-000433,-0.71
DB00188,DB00773,ACH-000463,-7.19
DB00188,DB00773,ACH-000477,-7.92
DB00188,DB00773,ACH-000504,-1.92
DB00188,DB00773,ACH-000551,-5.57
DB00188,DB00773,ACH-000552,0.7
DB00188,DB00773,ACH-000555,-4.04
DB00188,DB00773,ACH-000649,-2.95
DB00188,DB00773,ACH-000651,-6.85
DB00188,DB00773,ACH-000681,5.82
DB00188,DB00773,ACH-000696,-2.62
DB00188,DB00773,ACH-000768,-3.8
DB00188,DB00773,ACH-000811,-2.99
DB00188,DB00773,ACH-000825,-1.72
DB00188,DB00773,ACH-000849,-2.76
DB00188,DB00773,ACH-000861,-2.77
DB00188,DB00773,ACH-000900,-3.89
DB00188,DB00773,ACH-000966,1.82
DB00188,DB00773,ACH-000969,-0.55
DB00188,DB00773,ACH-000971,-1.77
DB00188,DB00773,ACH-000997,-2.97
DB00188,DB00773,ACH-001151,-1.51
DB00188,DB00822,ACH-000702,-32.55
DB00188,DB00851,ACH-000001,-7.75
DB00188,DB00851,ACH-000002,11.09
DB00188,DB00851,ACH-000019,-2.89
DB00188,DB00851,ACH-000046,5.15
DB00188,DB00851,ACH-000090,-0.14
DB00188,DB00851,ACH-000147,0.33
DB00188,DB00851,ACH-000148,-2.3
DB00188,DB00851,ACH-000232,18.28
DB00188,DB00851,ACH-000273,-0.22
DB00188,DB00851,ACH-000288,-14.99
DB00188,DB00851,ACH-000343,-3.89
DB00188,DB00851,ACH-000367,-0.75
DB00188,DB00851,ACH-000376,16.27
DB00188,DB00851,ACH-000425,-4.35
DB00188,DB00851,ACH-000428,-1.11
DB00188,DB00851,ACH-000433,4.21
DB00188,DB00851,ACH-000463,-0.9
DB00188,DB00851,ACH-000477,-18.01
DB00188,DB00851,ACH-000504,-1.23
DB00188,DB00851,ACH-000551,-0.67
DB00188,DB00851,ACH-000552,-4.37
DB00188,DB00851,ACH-000555,-17.34
DB00188,DB00851,ACH-000615,-2.22
DB00188,DB00851,ACH-000649,-2.67
DB00188,DB00851,ACH-000651,-5.2
DB00188,DB00851,ACH-000655,3.51
DB00188,DB00851,ACH-000696,-4.99
DB00188,DB00851,ACH-000706,0.48
DB00188,DB00851,ACH-000730,-1.94
DB00188,DB00851,ACH-000750,-2.04
DB00188,DB00851,ACH-000768,0.62
DB00188,DB00851,ACH-000811,-0.69
DB00188,DB00851,ACH-000825,0.41
DB00188,DB00851,ACH-000849,-10.79
DB00188,DB00851,ACH-000861,0.54
DB00188,DB00851,ACH-000900,-1.02
DB00188,DB00851,ACH-000966,2.06
DB00188,DB00851,ACH-000971,1.74
DB00188,DB00851,ACH-000997,-0.94
DB00188,DB00851,ACH-001151,-2.79
DB00188,DB00877,ACH-000001,1.87
DB00188,DB00877,ACH-000002,-21.62
DB00188,DB00877,ACH-000019,-5.76
DB00188,DB00877,ACH-000046,-2.52
DB00188,DB00877,ACH-000090,-1.23
DB00188,DB00877,ACH-000147,-0.66
DB00188,DB00877,ACH-000148,-7.67
DB00188,DB00877,ACH-000273,4.73
DB00188,DB00877,ACH-000288,-6.75
DB00188,DB00877,ACH-000343,-0.02
DB00188,DB00877,ACH-000428,-14.53
DB00188,DB00877,ACH-000433,-9.59
DB00188,DB00877,ACH-000463,3.58
DB00188,DB00877,ACH-000477,0.78
DB00188,DB00877,ACH-000551,-2.22
DB00188,DB00877,ACH-000555,-6.66
DB00188,DB00877,ACH-000579,-5.95
DB00188,DB00877,ACH-000615,-1.26
DB00188,DB00877,ACH-000617,-3.39
DB00188,DB00877,ACH-000649,0.02
DB00188,DB00877,ACH-000651,-8.42
DB00188,DB00877,ACH-000681,-7.38
DB00188,DB00877,ACH-000696,1.24
DB00188,DB00877,ACH-000706,1.46
DB00188,DB00877,ACH-000730,-9
DB00188,DB00877,ACH-000768,-0.83
DB00188,DB00877,ACH-000825,-5.78
DB00188,DB00877,ACH-000849,-8.93
DB00188,DB00877,ACH-000861,2.72
DB00188,DB00877,ACH-000900,-6.24
DB00188,DB00877,ACH-000966,-8.19
DB00188,DB00877,ACH-000969,-13.74
DB00188,DB00877,ACH-000971,3.52
DB00188,DB00877,ACH-000997,-5.84
DB00188,DB00877,ACH-001151,-6.55
DB00188,DB00947,ACH-000001,-48.31
DB00188,DB00947,ACH-000002,-45.89
DB00188,DB00947,ACH-000046,-41.34
DB00188,DB00947,ACH-000147,-41.91
DB00188,DB00947,ACH-000148,-46.18
DB00188,DB00947,ACH-000232,-51.05
DB00188,DB00947,ACH-000273,-4.65
DB00188,DB00947,ACH-000288,-46.26
DB00188,DB00947,ACH-000343,-32.29
DB00188,DB00947,ACH-000425,-49.6
DB00188,DB00947,ACH-000428,-50.31
DB00188,DB00947,ACH-000433,-26.43
DB00188,DB00947,ACH-000477,-43.14
DB00188,DB00947,ACH-000504,-46.08
DB00188,DB00947,ACH-000551,-48.57
DB00188,DB00947,ACH-000552,-51.75
DB00188,DB00947,ACH-000555,-20.74
DB00188,DB00947,ACH-000579,-11.21
DB00188,DB00947,ACH-000615,-48.16
DB00188,DB00947,ACH-000617,-0.93
DB00188,DB00947,ACH-000649,-41.49
DB00188,DB00947,ACH-000651,-45.62
DB00188,DB00947,ACH-000655,-43.52
DB00188,DB00947,ACH-000696,-46.2
DB00188,DB00947,ACH-000706,-5.13
DB00188,DB00947,ACH-000730,-23.85
DB00188,DB00947,ACH-000768,-48.62
DB00188,DB00947,ACH-000811,-27.54
DB00188,DB00947,ACH-000825,-24.11
DB00188,DB00947,ACH-000849,-46.96
DB00188,DB00947,ACH-000900,-23.49
DB00188,DB00947,ACH-000969,-18.34
DB00188,DB00947,ACH-000971,-37.88
DB00188,DB00947,ACH-000997,-43.57
DB00188,DB00947,ACH-001151,-38.96
DB00188,DB00970,ACH-000001,-1.37
DB00188,DB00970,ACH-000002,-2.49
DB00188,DB00970,ACH-000019,-5.45
DB00188,DB00970,ACH-000046,-0.49
DB00188,DB00970,ACH-000147,-1.15
DB00188,DB00970,ACH-000232,-24.18
DB00188,DB00970,ACH-000367,-13.21
DB00188,DB00970,ACH-000376,-8.81
DB00188,DB00970,ACH-000428,-20.77
DB00188,DB00970,ACH-000433,-2.85
DB00188,DB00970,ACH-000477,2.03
DB00188,DB00970,ACH-000551,0.09
DB00188,DB00970,ACH-000552,-11.33
DB00188,DB00970,ACH-000555,-22.81
DB00188,DB00970,ACH-000579,-15.17
DB00188,DB00970,ACH-000615,-20.27
DB00188,DB00970,ACH-000617,-5.32
DB00188,DB00970,ACH-000649,-3.64
DB00188,DB00970,ACH-000696,-0.55
DB00188,DB00970,ACH-000706,-2.06
DB00188,DB00970,ACH-000750,-18.05
DB00188,DB00970,ACH-000811,-11.65
DB00188,DB00970,ACH-000825,4.28
DB00188,DB00970,ACH-000861,-3.05
DB00188,DB00970,ACH-000900,-26.56
DB00188,DB00970,ACH-000971,2.68
DB00188,DB00970,ACH-000997,-32.51
DB00188,DB00970,ACH-001151,-8.55
DB00188,DB00990,ACH-000001,-3.83
DB00188,DB00990,ACH-000002,-10.77
DB00188,DB00990,ACH-000019,2.6
DB00188,DB00990,ACH-000046,-0.12
DB00188,DB00990,ACH-000090,-0.66
DB00188,DB00990,ACH-000147,-1.13
DB00188,DB00990,ACH-000148,-2.45
DB00188,DB00990,ACH-000232,-3.83
DB00188,DB00990,ACH-000273,-0.8
DB00188,DB00990,ACH-000288,-4.63
DB00188,DB00990,ACH-000343,0.02
DB00188,DB00990,ACH-000367,2.32
DB00188,DB00990,ACH-000376,-7.32
DB00188,DB00990,ACH-000425,3.4
DB00188,DB00990,ACH-000433,-2.34
DB00188,DB00990,ACH-000463,-13.44
DB00188,DB00990,ACH-000477,-8.44
DB00188,DB00990,ACH-000504,-2.9
DB00188,DB00990,ACH-000551,-0.7
DB00188,DB00990,ACH-000552,-2.82
DB00188,DB00990,ACH-000555,-9.41
DB00188,DB00990,ACH-000579,2.97
DB00188,DB00990,ACH-000615,0.97
DB00188,DB00990,ACH-000617,-1.04
DB00188,DB00990,ACH-000649,-0.08
DB00188,DB00990,ACH-000651,-17.29
DB00188,DB00990,ACH-000655,-2.27
DB00188,DB00990,ACH-000696,2.6
DB00188,DB00990,ACH-000730,1
DB00188,DB00990,ACH-000750,2.26
DB00188,DB00990,ACH-000768,-2.5
DB00188,DB00990,ACH-000811,-2.38
DB00188,DB00990,ACH-000825,-7.03
DB00188,DB00990,ACH-000849,-4.31
DB00188,DB00990,ACH-000861,-0.61
DB00188,DB00990,ACH-000966,-4.68
DB00188,DB00990,ACH-000969,-1.19
DB00188,DB00990,ACH-000971,-3.7
DB00188,DB00990,ACH-000997,-1.47
DB00188,DB00990,ACH-001151,0.36
DB00188,DB00997,ACH-000001,-5.3425
DB00188,DB00997,ACH-000028,-3.7425
DB00188,DB00997,ACH-000035,-4.87
DB00188,DB00997,ACH-000202,4.145
DB00188,DB00997,ACH-000291,-7.20666666666667
DB00188,DB00997,ACH-000311,-3.775
DB00188,DB00997,ACH-000322,-3.41
DB00188,DB00997,ACH-000395,-6.325
DB00188,DB00997,ACH-000552,-3.3
DB00188,DB00997,ACH-000657,5.98333333333333
DB00188,DB00997,ACH-000713,-2.5
DB00188,DB00997,ACH-000810,-6.23
DB00188,DB00997,ACH-000943,-1.4975
DB00188,DB00997,ACH-000950,-1.01
DB00188,DB00997,ACH-001061,-6.28
DB00188,DB00997,ACH-001418,-3.61
DB00188,DB01005,ACH-000002,-40.93
DB00188,DB01005,ACH-000019,-28.02
DB00188,DB01005,ACH-000046,-9.77
DB00188,DB01005,ACH-000148,-60.27
DB00188,DB01005,ACH-000232,-25.72
DB00188,DB01005,ACH-000343,-41.71
DB00188,DB01005,ACH-000367,-46.19
DB00188,DB01005,ACH-000376,-45.77
DB00188,DB01005,ACH-000428,-62.48
DB00188,DB01005,ACH-000433,-40.51
DB00188,DB01005,ACH-000477,-65.08
DB00188,DB01005,ACH-000552,-43.95
DB00188,DB01005,ACH-000555,-50.98
