drugbank_id,drug_name,drug_FDA,atc_code
DB00368,Norepinephrine,approved,C01CA03
DB00369,Cidofovir,approved,J05AB12
DB00370,Mirtazapine,approved,N06AX11
DB00371,Meprobamate,approved,N05BC51
DB00371,Meprobamate,approved,N05CX01
DB00371,Meprobamate,approved,N05BC01
DB00372,Thiethylperazine,approved,R06AD03
DB00373,Timolol,approved,C07AA06
DB00373,Timolol,approved,S01ED51
DB00373,Timolol,approved,C07BA06
DB00373,Timolol,approved,C07DA06
DB00373,Timolol,approved,S01ED01
DB00374,Treprostinil,approved,B01AC21
DB00375,Colestipol,approved,C10AC02
DB00376,Trihexyphenidyl,approved,N04AA01
DB00377,Palonosetron,approved,A04AA55
DB00377,Palonosetron,approved,A04AA05
DB00378,Dydrogesterone,approved,G03FA14
DB00378,Dydrogesterone,approved,G03DB01
DB00378,Dydrogesterone,approved,G03FB08
DB00379,Mexiletine,approved,C01BB02
DB00380,Dexrazoxane,approved,V03AF02
DB00381,Amlodipine,approved,C09BB13
DB00381,Amlodipine,approved,C09BB04
DB00381,Amlodipine,approved,C10BX18
DB00381,Amlodipine,approved,C07FB12
DB00381,Amlodipine,approved,C09DB05
DB00381,Amlodipine,approved,C09XA53
DB00381,Amlodipine,approved,C10BX03
DB00381,Amlodipine,approved,C09BX04
DB00381,Amlodipine,approved,C09DB07
DB00381,Amlodipine,approved,C09DX06
DB00381,Amlodipine,approved,C09BX01
DB00381,Amlodipine,approved,C10BX11
DB00381,Amlodipine,approved,C09DB02
DB00381,Amlodipine,approved,C10BX09
DB00381,Amlodipine,approved,C09DX01
DB00381,Amlodipine,approved,C10BX19
DB00381,Amlodipine,approved,C09DB01
DB00381,Amlodipine,approved,C09XA54
DB00381,Amlodipine,approved,C10BX07
DB00381,Amlodipine,approved,C09BB03
DB00381,Amlodipine,approved,C07FB07
DB00381,Amlodipine,approved,C09DB06
DB00381,Amlodipine,approved,C07FB13
DB00381,Amlodipine,approved,C09DX08
DB00381,Amlodipine,approved,C08CA01
DB00381,Amlodipine,approved,C09BX03
DB00381,Amlodipine,approved,C09DB04
DB00381,Amlodipine,approved,C09DX03
DB00381,Amlodipine,approved,C08GA02
DB00381,Amlodipine,approved,C08CA51
DB00381,Amlodipine,approved,C09DB09
DB00381,Amlodipine,approved,C10BX14
DB00381,Amlodipine,approved,C09BB07
DB00381,Amlodipine,approved,C09DX07
DB00382,Tacrine,approved,N06DA01
DB00383,Oxyphencyclimine,approved,A03AA01
DB00383,Oxyphencyclimine,approved,A03CA03
DB00384,Triamterene,approved,C03DB02
DB00385,Valrubicin,approved,L01DB09
DB00387,Procyclidine,approved,N04AA04
DB00388,Phenylephrine,approved,S01FB01
DB00388,Phenylephrine,approved,R01AB01
DB00388,Phenylephrine,approved,C01CA06
DB00388,Phenylephrine,approved,R01AA04
DB00388,Phenylephrine,approved,S01FB51
DB00388,Phenylephrine,approved,R01BA53
DB00388,Phenylephrine,approved,S01GA05
DB00388,Phenylephrine,approved,S01GA55
DB00388,Phenylephrine,approved,R01BA03
DB00389,Carbimazole,approved,H03BB01
DB00390,Digoxin,approved,C01AA05
DB00391,Sulpiride,approved,N05AL01
DB00392,Profenamine,approved,N04AA05
DB00393,Nimodipine,approved,C08CA06
DB00394,Beclomethasone dipropionate,approved,D07CC04
DB00394,Beclomethasone dipropionate,approved,R03AL09
DB00394,Beclomethasone dipropionate,approved,R03BA01
DB00394,Beclomethasone dipropionate,approved,D07AC15
DB00394,Beclomethasone dipropionate,approved,R03AK08
DB00394,Beclomethasone dipropionate,approved,R03AK13
DB00394,Beclomethasone dipropionate,approved,R01AD01
DB00394,Beclomethasone dipropionate,approved,A07EA07
DB00395,Carisoprodol,approved,M03BA02
DB00395,Carisoprodol,approved,M03BA72
DB00395,Carisoprodol,approved,M03BA52
DB00396,Progesterone,approved,G03FA04
DB00396,Progesterone,approved,G03DA04
DB00397,Phenylpropanolamine,approved,R01BA51
DB00397,Phenylpropanolamine,approved,R01BA01
DB00398,Sorafenib,approved,L01EX02
DB00399,Zoledronic acid,approved,M05BB08
DB00399,Zoledronic acid,approved,M05BA08
DB00400,Griseofulvin,approved,D01BA01
DB00400,Griseofulvin,approved,D01AA08
DB00401,Nisoldipine,approved,C08CA07
DB00402,Eszopiclone,approved,N05CF04
DB00403,Ceruletide,approved,V04CC04
DB00404,Alprazolam,approved,N05BA12
DB00405,Dexbrompheniramine,approved,R06AB06
DB00405,Dexbrompheniramine,approved,R06AB56
DB00406,Gentian violet cation,approved,G01AX09
DB00406,Gentian violet cation,approved,D01AE02
DB00407,Ardeparin,approved,
DB00408,Loxapine,approved,N05AH01
DB00409,Remoxipride,approved,N05AL04
DB00410,Mupirocin,approved,R01AX06
DB00410,Mupirocin,approved,D06AX09
DB00411,Carbamoylcholine,approved,N07AB01
DB00411,Carbamoylcholine,approved,S01EB02
DB00412,Rosiglitazone,approved,A10BD04
DB00412,Rosiglitazone,approved,A10BG02
DB00412,Rosiglitazone,approved,A10BD03
DB00413,Pramipexole,approved,N04BC05
DB00414,Acetohexamide,approved,G01AE10
DB00414,Acetohexamide,approved,A10BB31
DB00415,Ampicillin,approved,J01CR50
DB00415,Ampicillin,approved,J01CA51
DB00415,Ampicillin,approved,J01CA01
DB00415,Ampicillin,approved,S01AA19
DB00416,Metocurine iodide,approved,
DB00417,Phenoxymethylpenicillin,approved,J01CR50
DB00417,Phenoxymethylpenicillin,approved,J01CE10
DB00417,Phenoxymethylpenicillin,approved,J01CE02
DB00418,Secobarbital,approved,N05CB01
DB00418,Secobarbital,approved,N05CA06
DB00419,Miglustat,approved,A16AX06
DB00420,Promazine,approved,N05AA03
DB00421,Spironolactone,approved,C03DA01
DB00422,Methylphenidate,approved,N06BA04
DB00423,Methocarbamol,approved,M03BA73
DB00423,Methocarbamol,approved,M03BA03
DB00423,Methocarbamol,approved,M03BA53
DB00424,Hyoscyamine,approved,A03BA03
DB00424,Hyoscyamine,approved,A03CB31
DB00425,Zolpidem,approved,N05CF02
DB00426,Famciclovir,approved,J05AB09
DB00426,Famciclovir,approved,S01AD07
DB00427,Triprolidine,approved,R06AX07
DB00428,Streptozocin,approved,L01AD04
DB00429,Carboprost tromethamine,approved,G02AD04
DB00430,Cefpiramide,approved,J01DD11
DB00431,Lindane,approved,P03AB02
DB00432,Trifluridine,approved,L01BC59
DB00432,Trifluridine,approved,S01AD02
DB00433,Prochlorperazine,approved,N05AB04
DB00434,Cyproheptadine,approved,R06AX02
DB00435,Nitric Oxide,approved,R07AX01
DB00436,Bendroflumethiazide,approved,C03AB01
DB00436,Bendroflumethiazide,approved,C03EA13
DB00436,Bendroflumethiazide,approved,G01AE10
DB00436,Bendroflumethiazide,approved,C03AA01
DB00437,Allopurinol,approved,M04AA01
DB00437,Allopurinol,approved,M04AA51
DB00438,Ceftazidime,approved,J01DD02
DB00439,Cerivastatin,approved,C10AA06
DB00440,Trimethoprim,approved,J01EE03
DB00440,Trimethoprim,approved,J01EA01
DB00440,Trimethoprim,approved,J04AM08
DB00440,Trimethoprim,approved,J01EE01
DB00440,Trimethoprim,approved,J01EE04
DB00440,Trimethoprim,approved,J01EE02
DB00440,Trimethoprim,approved,J01EE05
DB00440,Trimethoprim,approved,J01EE07
DB00441,Gemcitabine,approved,L01BC05
DB00442,Entecavir,approved,J05AF10
DB00443,Betamethasone,approved,R01AD06
DB00443,Betamethasone,approved,D07BC01
DB00443,Betamethasone,approved,S01BA06
DB00443,Betamethasone,approved,S01BB04
DB00443,Betamethasone,approved,S01CB04
DB00443,Betamethasone,approved,H02AB01
DB00443,Betamethasone,approved,C05AA05
DB00443,Betamethasone,approved,S03CA06
DB00443,Betamethasone,approved,D07XC01
DB00443,Betamethasone,approved,D07AC01
DB00443,Betamethasone,approved,A07EA04
DB00443,Betamethasone,approved,S02BA07
DB00443,Betamethasone,approved,R03BA04
DB00443,Betamethasone,approved,S03BA03
DB00443,Betamethasone,approved,S01CA05
DB00443,Betamethasone,approved,D07CC01
DB00444,Teniposide,approved,L01CB02
DB00445,Epirubicin,approved,L01DB03
DB00446,Chloramphenicol,approved,D06AX02
DB00446,Chloramphenicol,approved,S02AA01
DB00446,Chloramphenicol,approved,D10AF03
DB00446,Chloramphenicol,approved,S01AA01
DB00446,Chloramphenicol,approved,G01AA05
DB00446,Chloramphenicol,approved,J01BA01
DB00446,Chloramphenicol,approved,S03AA08
DB00447,Loracarbef,approved,J01DC08
DB00448,Lansoprazole,approved,A02BC03
DB00448,Lansoprazole,approved,A02BD02
DB00448,Lansoprazole,approved,A02BD07
DB00448,Lansoprazole,approved,A02BD09
DB00448,Lansoprazole,approved,A02BD10
DB00448,Lansoprazole,approved,A02BD03
DB00448,Lansoprazole,approved,A02BC53
DB00449,Dipivefrin,approved,S01EA02
DB00450,Droperidol,approved,N05AD08
DB00451,Levothyroxine,approved,H03AA01
DB00451,Levothyroxine,approved,H03AA51
DB00452,Framycetin,approved,D09AA01
DB00452,Framycetin,approved,R01AX08
DB00452,Framycetin,approved,S01AA07
DB00453,Clomocycline,experimental,J01AA11
DB00454,Meperidine,approved,N02AB02
DB00454,Meperidine,approved,N02AB72
DB00454,Meperidine,approved,N02AB52
DB00454,Meperidine,approved,N02AG03
DB00455,Loratadine,approved,R06AX13
DB00456,Cefalotin,approved,J01DB03
DB00457,Prazosin,approved,C02LE01
DB00457,Prazosin,approved,C02CA01
DB00458,Imipramine,approved,N06AA02
DB00459,Acitretin,approved,D05BB02
DB00460,Verteporfin,approved,S01LA01
DB00461,Nabumetone,approved,M01AX01
DB00462,Methscopolamine bromide,approved,
DB00463,Metharbital,withdrawn,N03AA30
DB00464,Sodium tetradecyl sulfate,approved,C05BB04
DB00465,Ketorolac,approved,M01AB15
DB00465,Ketorolac,approved,S01FB51
DB00465,Ketorolac,approved,S01BC05
DB00466,Picrotoxin,experimental,
DB00467,Enoxacin,approved,J01MA04
DB00468,Quinine,approved,M09AA72
DB00468,Quinine,approved,P01BC01
DB00469,Tenoxicam,approved,M01AC02
DB00470,Dronabinol,approved,A04AD10
DB00471,Montelukast,approved,R03DC03
DB00471,Montelukast,approved,R03DC53
DB00472,Fluoxetine,approved,N06CA03
DB00472,Fluoxetine,approved,N06AB03
DB00473,Hexylcaine,approved,
DB00474,Methohexital,approved,N05CB01
DB00474,Methohexital,approved,N01AF01
DB00474,Methohexital,approved,N05CA15
DB00475,Chlordiazepoxide,approved,N05BA02
DB00476,Duloxetine,approved,N06AX21
DB00477,Chlorpromazine,approved,N05AA01
DB00478,Rimantadine,approved,J05AC02
DB00479,Amikacin,approved,S01AA21
DB00479,Amikacin,approved,D06AX12
DB00479,Amikacin,approved,J01GB06
DB00479,Amikacin,approved,J01RA06
DB00480,Lenalidomide,approved,L04AX04
DB00481,Raloxifene,approved,G03XC01
DB00482,Celecoxib,approved,N02AJ16
DB00482,Celecoxib,approved,M01AH01
DB00482,Celecoxib,approved,G01AE10
DB00482,Celecoxib,approved,L01XX33
DB00482,Celecoxib,approved,C08CA51
DB00483,Gallamine triethiodide,approved,
DB00484,Brimonidine,approved,D11AX21
DB00484,Brimonidine,approved,S01GA07
DB00484,Brimonidine,approved,S01EA05
DB00485,Dicloxacillin,approved,J01CR50
DB00485,Dicloxacillin,approved,J01CF01
DB00486,Nabilone,approved,A04AD11
DB00487,Pefloxacin,approved,J01MA03
DB00488,Altretamine,approved,L01XX03
DB00489,Sotalol,approved,C07AA07
DB00489,Sotalol,approved,C07BA07
DB00489,Sotalol,approved,C07FX02
DB00490,Buspirone,approved,N05BE01
DB00491,Miglitol,approved,A10BF02
DB00492,Fosinopril,approved,C09BA09
DB00492,Fosinopril,approved,C09AA09
DB00493,Cefotaxime,approved,J01DD01
DB00494,Entacapone,approved,N04BX02
DB00495,Zidovudine,approved,J05AR04
DB00495,Zidovudine,approved,J05AF01
DB00495,Zidovudine,approved,J05AR05
DB00495,Zidovudine,approved,J05AR01
DB00496,Darifenacin,approved,G04BD10
DB00497,Oxycodone,approved,N02AA56
DB00497,Oxycodone,approved,N02AA05
DB00497,Oxycodone,approved,N02AA55
DB00497,Oxycodone,approved,N02AJ18
DB00497,Oxycodone,approved,N02AJ17
DB00497,Oxycodone,approved,N02AJ19
DB00498,Phenindione,approved,B01AA02
DB00499,Flutamide,approved,L02BB01
DB00500,Tolmetin,approved,M01AB03
DB00500,Tolmetin,approved,M02AA21
DB00501,Cimetidine,approved,A02BA51
DB00501,Cimetidine,approved,A02BA01
DB00502,Haloperidol,approved,N05AD01
DB00503,Ritonavir,approved,J05AP53
DB00503,Ritonavir,approved,J05AR10
DB00503,Ritonavir,approved,J05AE30
DB00503,Ritonavir,approved,J05AE03
DB00503,Ritonavir,approved,J05AR23
DB00503,Ritonavir,approved,J05AR26
DB00503,Ritonavir,approved,J05AP52
DB00504,Levallorphan,approved,
DB00505,Tridihexethyl,withdrawn,A03AB08
DB00507,Nitazoxanide,approved,P01AX11
DB00508,Triflupromazine,approved,N05AA05
DB00509,Dextrothyroxine,approved,C10AX01
DB00511,Acetyldigitoxin,approved,C01AA01
DB00512,Vancomycin,approved,J01XA01
DB00512,Vancomycin,approved,A07AA09
DB00512,Vancomycin,approved,S01AA28
DB00513,Aminocaproic acid,approved,B02AA01
DB00514,Dextromethorphan,approved,R05DA09
DB00514,Dextromethorphan,approved,N07XX59
DB00515,Cisplatin,approved,L01XA01
DB00516,Bentoquatam,approved,
DB00517,Anisotropine methylbromide,approved,
DB00518,Albendazole,approved,P02CA03
DB00519,Trandolapril,approved,C09AA10
DB00519,Trandolapril,approved,C09BB10
DB00520,Caspofungin,approved,J02AX04
DB00521,Carteolol,approved,S01ED55
DB00521,Carteolol,approved,S01ED05
DB00521,Carteolol,approved,C07AA15
DB00522,Bentiromide,investigational,V04CK03
DB00523,Alitretinoin,approved,L01XF02
DB00523,Alitretinoin,approved,D11AH04
DB00524,Metolazone,approved,C03EA12
DB00524,Metolazone,approved,G01AE10
DB00524,Metolazone,approved,C03BA08
DB00525,Tolnaftate,approved,D01AE18
DB00526,Oxaliplatin,approved,L01XA03
DB00527,Cinchocaine,approved,D04AB02
DB00527,Cinchocaine,approved,S01HA06
DB00527,Cinchocaine,approved,S02DA04
DB00527,Cinchocaine,approved,N01BB06
DB00527,Cinchocaine,approved,C05AD04
DB00528,Lercanidipine,approved,C09DB08
DB00528,Lercanidipine,approved,C09BB02
DB00528,Lercanidipine,approved,C08CA13
DB00529,Foscarnet,approved,J05AD01
DB00530,Erlotinib,approved,L01EB02
DB00531,Cyclophosphamide,approved,L01AA01
DB00532,Mephenytoin,approved,N03AB04
DB00532,Mephenytoin,approved,N03AB54
DB00533,Rofecoxib,approved,M01AH02
DB00534,Chlormerodrin,approved,
DB00535,Cefdinir,approved,J01DD15
DB00536,Guanidine,approved,
DB00537,Ciprofloxacin,approved,J01RA11
DB00537,Ciprofloxacin,approved,S03AA07
DB00537,Ciprofloxacin,approved,J01MA02
DB00537,Ciprofloxacin,approved,S02AA15
DB00537,Ciprofloxacin,approved,J01RA10
DB00537,Ciprofloxacin,approved,J01RA12
DB00537,Ciprofloxacin,approved,S01AE03
DB00538,Gadoversetamide,approved,V08CA06
DB00539,Toremifene,approved,L02BA02
DB00540,Nortriptyline,approved,N06AA10
DB00541,Vincristine,approved,L01CA02
DB00542,Benazepril,approved,C09BB13
DB00542,Benazepril,approved,C09BA07
DB00542,Benazepril,approved,C09AA07
DB00543,Amoxapine,approved,N06AA17
DB00544,Fluorouracil,approved,L01BC52
DB00544,Fluorouracil,approved,L01BC02
DB00545,Pyridostigmine,approved,N07AA02
DB00546,Adinazolam,experimental,N05BA07
DB00547,Desoximetasone,approved,D07AC03
DB00547,Desoximetasone,approved,D07XC02
DB00548,Azelaic acid,approved,D10AX03
DB00549,Zafirlukast,approved,R03DC01
DB00550,Propylthiouracil,approved,H03BA02
DB00551,Acetohydroxamic acid,approved,G04BX03
DB00552,Pentostatin,approved,L01XX08
DB00553,Methoxsalen,approved,D05BA02
DB00553,Methoxsalen,approved,D05AD02
DB00554,Piroxicam,approved,M01AC01
DB00554,Piroxicam,approved,M02AA07
DB00554,Piroxicam,approved,S01BC06
DB00555,Lamotrigine,approved,N03AX09
DB00556,Perflutren,approved,
DB00557,Hydroxyzine,approved,N05BB01
DB00557,Hydroxyzine,approved,N05BB51
DB00558,Zanamivir,approved,J05AH01
DB00559,Bosentan,approved,G01AE10
DB00559,Bosentan,approved,C02KX01
DB00560,Tigecycline,approved,J01AA20
DB00560,Tigecycline,approved,J01AA12
DB00561,Doxapram,approved,R07AB01
DB00562,Benzthiazide,approved,G01AE10
DB00563,Methotrexate,approved,L04AX03
DB00563,Methotrexate,approved,L01BA01
DB00564,Carbamazepine,approved,N03AF01
DB00565,Cisatracurium,approved,M03AC11
DB00566,Succimer,approved,
DB00567,Cephalexin,approved,J01DB01
DB00568,Cinnarizine,approved,N07CA52
DB00568,Cinnarizine,approved,N07CA02
DB00569,Fondaparinux,approved,B01AX05
DB00570,Vinblastine,approved,L01CA01
DB00571,Propranolol,approved,C07FX01
DB00571,Propranolol,approved,C07AA05
DB00571,Propranolol,approved,C07BA05
DB00572,Atropine,approved,S01FA01
DB00572,Atropine,approved,A03CB03
DB00572,Atropine,approved,A03BA01
DB00573,Fenoprofen,approved,M01AE04
DB00574,Fenfluramine,approved,A08AA02
DB00574,Fenfluramine,approved,N03AX26
DB00575,Clonidine,approved,S01EA04
DB00575,Clonidine,approved,C02LC01
DB00575,Clonidine,approved,C02AC01
DB00575,Clonidine,approved,N02CX02
DB00575,Clonidine,approved,C02LC51
DB00576,Sulfamethizole,approved,J01EB02
DB00576,Sulfamethizole,approved,B05CA04
DB00576,Sulfamethizole,approved,G01AE10
DB00576,Sulfamethizole,approved,S01AB01
DB00576,Sulfamethizole,approved,D06BA04
DB00577,Valaciclovir,approved,J05AB11
DB00578,Carbenicillin,approved,J01CR50
DB00578,Carbenicillin,approved,J01CA03
DB00579,Mazindol,approved,A08AA05
DB00580,Valdecoxib,approved,M01AH03
DB00580,Valdecoxib,approved,G01AE10
DB00581,Lactulose,approved,A06AD61
DB00581,Lactulose,approved,A06AD11
DB00582,Voriconazole,approved,J02AC03
DB00583,Levocarnitine,approved,A16AA01
DB00584,Enalapril,approved,C09BA02
DB00584,Enalapril,approved,C09BB06
DB00584,Enalapril,approved,C09BB02
DB00584,Enalapril,approved,C09AA02
DB00585,Nizatidine,approved,A02BA04
DB00586,Diclofenac,approved,S01CC01
DB00586,Diclofenac,approved,S01BC03
DB00586,Diclofenac,approved,M01AB55
DB00586,Diclofenac,approved,M02AA15
DB00586,Diclofenac,approved,M01AB05
DB00586,Diclofenac,approved,D11AX18
DB00587,Cinalukast,experimental,
DB00588,Fluticasone propionate,approved,
DB00589,Lisuride,approved,G02CB02
DB00589,Lisuride,approved,N02CA07
DB00590,Doxazosin,approved,C02CA04
DB00590,Doxazosin,approved,G04CA55
DB00591,Fluocinolone acetonide,approved,S01CA10
DB00591,Fluocinolone acetonide,approved,D07BC02
DB00591,Fluocinolone acetonide,approved,S02BA08
DB00591,Fluocinolone acetonide,approved,C05AA10
DB00591,Fluocinolone acetonide,approved,S01BA15
DB00591,Fluocinolone acetonide,approved,D07AC04
DB00591,Fluocinolone acetonide,approved,S02CA05
DB00591,Fluocinolone acetonide,approved,D07CC02
DB00592,Piperazine,approved,P02CB01
DB00593,Ethosuximide,approved,N03AD01
DB00593,Ethosuximide,approved,N03AD51
DB00594,Amiloride,approved,C03DB01
DB00595,Oxytetracycline,approved,J01AA06
DB00595,Oxytetracycline,approved,G01AA07
DB00595,Oxytetracycline,approved,S01AA04
DB00595,Oxytetracycline,approved,A01AB25
DB00595,Oxytetracycline,approved,J01AA56
DB00595,Oxytetracycline,approved,D06AA03
DB00595,Oxytetracycline,approved,J01AA20
DB00596,Ulobetasol,approved,D05AX55
DB00596,Ulobetasol,approved,D07AC21
DB00597,Gadoteridol,approved,V08CA04
DB00598,Labetalol,approved,C07BG01
DB00598,Labetalol,approved,C07CG01
DB00598,Labetalol,approved,C07AG01
DB00599,Thiopental,approved,N01AF03
DB00599,Thiopental,approved,N05CB01
DB00599,Thiopental,approved,N05CA19
DB00600,Monobenzone,approved,D11AX13
DB00601,Linezolid,approved,J01XX08
DB00602,Ivermectin,approved,P02CF01
DB00602,Ivermectin,approved,D11AX22
DB00603,Medroxyprogesterone acetate,approved,G03AA08
DB00603,Medroxyprogesterone acetate,approved,G03DA02
DB00603,Medroxyprogesterone acetate,approved,G03FB06
DB00603,Medroxyprogesterone acetate,approved,G03FA12
DB00603,Medroxyprogesterone acetate,approved,L02AB02
DB00603,Medroxyprogesterone acetate,approved,G03AA17
DB00603,Medroxyprogesterone acetate,approved,G03AC06
DB00604,Cisapride,approved,A03FA02
DB00605,Sulindac,approved,M01AB02
DB00606,Cyclothiazide,approved,G01AE10
DB00606,Cyclothiazide,approved,C03AB09
DB00606,Cyclothiazide,approved,C03AA09
DB00607,Nafcillin,approved,J01CR50
DB00607,Nafcillin,approved,J01CF06
DB00608,Chloroquine,approved,P01BB52
DB00608,Chloroquine,approved,P01BA01
DB00609,Ethionamide,approved,J04AD03
DB00610,Metaraminol,approved,C01CA09
DB00611,Butorphanol,approved,N02AF01
DB00612,Bisoprolol,approved,C07FX04
DB00612,Bisoprolol,approved,C07BB07
DB00612,Bisoprolol,approved,C07AB07
DB00612,Bisoprolol,approved,C09BX05
DB00612,Bisoprolol,approved,C09BX02
DB00612,Bisoprolol,approved,C09BX04
DB00612,Bisoprolol,approved,C07FB07
DB00613,Amodiaquine,approved,P01BF03
DB00613,Amodiaquine,approved,P01BA06
DB00614,Furazolidone,experimental,G01AX06
DB00614,Furazolidone,experimental,P01AB51
DB00615,Rifabutin,approved,J04AB04
DB00615,Rifabutin,approved,A02BD16
DB00616,Candoxatril,experimental,
DB00617,Paramethadione,approved,N03AC01
DB00618,Demeclocycline,approved,J01AA01
DB00618,Demeclocycline,approved,D06AA01
DB00618,Demeclocycline,approved,J01AA20
DB00619,Imatinib,approved,L01EA01
DB00620,Triamcinolone,approved,D07AB09
DB00620,Triamcinolone,approved,R01AD11
DB00620,Triamcinolone,approved,R03BA06
DB00620,Triamcinolone,approved,D07BB03
DB00620,Triamcinolone,approved,A01AC01
DB00620,Triamcinolone,approved,H02AB08
DB00620,Triamcinolone,approved,D07CB01
DB00620,Triamcinolone,approved,S01BA05
DB00620,Triamcinolone,approved,D07XB02
DB00620,Triamcinolone,approved,S02CA04
DB00620,Triamcinolone,approved,C05AA12
DB00621,Oxandrolone,approved,A14AA08
DB00622,Nicardipine,approved,C08CA04
DB00623,Fluphenazine,approved,N05AB02
DB00624,Testosterone,approved,G03BA03
DB00624,Testosterone,approved,G03EA02
DB00625,Efavirenz,approved,J05AR06
DB00625,Efavirenz,approved,J05AG03
DB00625,Efavirenz,approved,J05AR11
DB00626,Bacitracin,approved,J01XX10
DB00626,Bacitracin,approved,D06AX05
DB00626,Bacitracin,approved,R02AB04
DB00627,Niacin,approved,C10AD02
DB00627,Niacin,approved,C10AD52
DB00627,Niacin,approved,C10BA01
