"","pathway","genes"
"GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL","GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL","ACE2,CD209,CLEC4M,DPP4,GAS6,HSP90AB1,ICAM1,INHBB,LRRC15,NECTIN2"
"GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY","GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY","ACSL1,ADIPOR1,ADIPOR2,APPL1,APPL2,CSNK2B,SLC27A1"
"GOBP_ADIPOSE_TISSUE_DEVELOPMENT","GOBP_ADIPOSE_TISSUE_DEVELOPMENT","ABHD15,ACAT1,AMER1,ARID5B,ARRDC3,ATF2,BBS4,CASR,CD2AP,COL6A1,CSF1,DGAT2,DHRS7B,DYRK1B,EBF2,ERRFI1,FOSL2,FTO,GHRL,HMGCS2,HRAS,HSD17B1,KLF7,LEP,LIPA,LPL,LRP5,MIR138-1,NAMPT,NCOA1,NCOA2,NR1H4,PARP1,PAXIP1,PGRMC2,PIK3CA,PLAAT3,POU4F2,PPARD,PPARG,PPARGC1A,PRKAA1,PUM2,RASAL2,RORC,SELENOM,SH3PXD2B,SIRT1,SLC25A25,SORL1,SOX8,SPART,SPI1,SPTLC2,TBL1XR1,TRPM4,UBB,UMODL1,VPS13B,XBP1,ZNF516"
"GOBP_ADP_TRANSPORT","GOBP_ADP_TRANSPORT","SLC17A9,SLC25A17,SLC25A23,SLC25A24,SLC25A25,SLC25A31,SLC25A4,SLC25A41,SLC25A42,SLC25A5,SLC25A6,SLC35B1"
"GOBP_ADRENAL_GLAND_DEVELOPMENT","GOBP_ADRENAL_GLAND_DEVELOPMENT","APOA1,ARID5B,ARMC5,ASCL1,CITED2,CRH,CRHR1,CYP1B1,DKK3,INSM1,INSR,MDK,NF1,NR0B1,NR3C1,NR5A1,PBX1,PDGFRA,SALL1,SMAD2,SMAD3,SMAD4,STRA6,TSPO,WNT11,WNT4,WT1"
"GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY","GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY","ADCY9,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,AKAP13,ARRDC3,ATP2B4,CHGA,CRTC3,DRD1,DRD2,DRD3,DRD5,GNAI2,GPR101,GPR88,GSK3A,KCNQ1,LMBRD2,MIR1-1,MIR133A1,MIR30E,PDE4B,PDE4D,PLN,RAPGEF2,RGS2,ZDHHC21"
"GOBP_ADULT_FEEDING_BEHAVIOR","GOBP_ADULT_FEEDING_BEHAVIOR","AGRP,ASIP,BRS3,CARTPT,DMBX1,GHRL,GHSR,LEP,NPY,USP46"
"GOBP_ADULT_HEART_DEVELOPMENT","GOBP_ADULT_HEART_DEVELOPMENT","ADRA1A,APELA,APLNR,BMP10,CHD7,GJA1,HAND2,MEF2D,MNAT1,MYH6,MYH7,NKX2-5,SCUBE1,TCAP"
"GOBP_ADULT_LOCOMOTORY_BEHAVIOR","GOBP_ADULT_LOCOMOTORY_BEHAVIOR","ABHD12,AGTPBP1,APP,ARCN1,ARRB2,ATP1A2,BTBD9,CACNB4,CCND2,CEND1,CHD7,CHL1,CLCN3,CLN8,CNP,CSTB,CTNS,CXCL12,DAB1,DMBX1,DMRT3,DRD1,DRD2,DRD4,EFNB3,EN1,EPHA4,EPS8,FGF12,FKRP,FOXA2,FXN,GBX1,GDNF,GIGYF2,GIP,GLRA1,GLRB,GRIN2D,HEXA,HIPK2,HOXB8,HOXD10,HOXD9,HTRA2,INPP5F,KCNJ10,KLHL1,LGI4,MECP2,NLGN2,NPC1,NR4A2,NTAN1,NTF4,NTSR1,OPRD1,OXR1,PAFAH1B1,PARK7,PBX3,PPT1,PREX2,PRKN,PUM1,SCN1A,SEZ6,SHANK2,SLITRK6,SNCA,SNCG,SPTBN4,TBCE,TMOD1,TRH,TSC1,TUBA1A,UCHL1,WDR47,ZIC1,ZMPSTE24"
"GOBP_AGGREPHAGY","GOBP_AGGREPHAGY","ATG4A,ATG4B,ATG4C,ATG4D,ATG5,BAG3,CSNK2A1,HDAC6,HSPB8,HTT,KAT5,LYPLA1,MAP1LC3C,SQSTM1,UBQLN1,WDFY3,WDR81,ZDHHC19"
"GOBP_AGGRESOME_ASSEMBLY","GOBP_AGGRESOME_ASSEMBLY","BAG3,HDAC6,PRKN,TRIM37,UBD,VCP"
"GOBP_AGGRESSIVE_BEHAVIOR","GOBP_AGGRESSIVE_BEHAVIOR","AVP,AVPR1A,GCNT4,KIRREL3,NR2E1,OXT,PENK,TACR1"
"GOBP_AIM2_INFLAMMASOME_COMPLEX_ASSEMBLY","GOBP_AIM2_INFLAMMASOME_COMPLEX_ASSEMBLY","AIM2,CASP1,GBP2,GBP5,PYDC5,TRIM11"
"GOBP_ALANINE_TRANSPORT","GOBP_ALANINE_TRANSPORT","SFXN1,SLC1A4,SLC36A1,SLC36A2,SLC36A3,SLC36A4,SLC38A1,SLC38A2,SLC38A3,SLC38A4,SLC38A5,SLC3A2,SLC6A14,SLC6A17,SLC6A6,SLC7A10,SLC7A5,SLC7A8"
"GOBP_ALCOHOL_CATABOLIC_PROCESS","GOBP_ALCOHOL_CATABOLIC_PROCESS","ADH4,AKR1B10,AKR1C3,AKR1D1,ALDH1B1,ALDH2,ALDH3B1,ALDH3B2,APOE,CYP27A1,CYP39A1,CYP46A1,CYP7A1,GK,GK2,GK5,GPD2,HAO1,MIOX,NTSR1,NUDT3,SCARB1,SCARF1,SNX17,SORD,SRD5A3,SULT1A1,SULT1A2,SULT1A3,SULT1A4,SULT1B1,SULT1C4,SULT1E1,SULT2A1,TKFC,TPI1"
"GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS","GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS","BMP2,BMP5,BMP6,CACNA1H,CLCN2,CYP11B1,CYP11B2,DAB2,DKK3,KDM3A,PCK1,PDXK,PNPO,REST,SLC25A10,TKT,TPI1,WNT4"
"GOBP_ALDEHYDE_CATABOLIC_PROCESS","GOBP_ALDEHYDE_CATABOLIC_PROCESS","ADH4,ADH5,AGXT,AGXT2,AKR1A1,ALDH2,ALDH3B1,ESD,GATD1,HAGH,HOGA1,PARK7,PDXP,PNKD"
"GOBP_ALDITOL_CATABOLIC_PROCESS","GOBP_ALDITOL_CATABOLIC_PROCESS","GK,GK2,GK5,GPD2,SORD,TKFC,TPI1"
"GOBP_ALDITOL_METABOLIC_PROCESS","GOBP_ALDITOL_METABOLIC_PROCESS","ANGPTL3,COQ2,COQ3,DGAT2,FKRP,GALK1,GK,GK2,GK5,GOT1,GPD2,LEP,MOGAT1,MOGAT2,MOGAT3,PCK1,PCK2,PGP,PLA2G4A,SHPK,SORD,TKFC,TPI1"
"GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS","GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS","ABHD6,ACP6,GK,GK2,GK5,GPAM,GPAT2,GPAT3,GPD1,GPD1L,GPD2"
"GOBP_ALKALOID_METABOLIC_PROCESS","GOBP_ALKALOID_METABOLIC_PROCESS","BCHE,CYP1A2,CYP2D6,CYP3A4,CYP3A5,NNMT,TH"
"GOBP_ALKANESULFONATE_TRANSMEMBRANE_TRANSPORT","GOBP_ALKANESULFONATE_TRANSMEMBRANE_TRANSPORT","LRRC8A,LRRC8C,LRRC8D,SLC16A6,SLC36A1,SLC6A11,SLC6A13,SLC6A6"
"GOBP_ALLANTOIN_METABOLIC_PROCESS","GOBP_ALLANTOIN_METABOLIC_PROCESS","ADA,ALLC,GDA,NT5C,NT5C1A,NT5C2,PNP,URAD,XDH"
"GOBP_ALPHA_BETA_T_CELL_PROLIFERATION","GOBP_ALPHA_BETA_T_CELL_PROLIFERATION","ARG2,CARD11,CBLB,CCR2,CD274,CD28,CD3E,CD55,CD81,CLEC4G,DOCK2,EBI3,ELF4,FOXP3,HLA-A,HLA-E,IL12B,IL15,IL18,IL2,IL23A,IL2RA,IRF1,ITCH,JAK2,LGALS9,LGALS9B,LGALS9C,MAPK8IP1,NDFIP1,PRKCQ,PTPRC,RASAL3,RIPK2,SH3RF1,SLC4A2,SYK,TGFBR2,TNFRSF14,TNFSF4,TWSG1,TYK2,VSIR,XCL1,ZAP70,ZBTB7B"
"GOBP_ALPHA_KETOGLUTARATE_TRANSPORT","GOBP_ALPHA_KETOGLUTARATE_TRANSPORT","SLC13A2,SLC13A3,SLC13A5,SLC22A6,SLC22A7,SLC25A11,SLC25A21"
"GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS","GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS","ABCD1,ACAA1,ACOT8,ELOVL1,ELOVL2,ELOVL3,ELOVL5,FADS1,FADS2,SCP2"
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME","GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME","ARB2A,CDK13,CELF1,CELF2,CELF3,CELF4,CELF5,CELF6,DDX17,DDX5,DHX9,ESRP2,FMR1,HNRNPA1,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1,HNRNPUL2,KHDRBS1,KHDRBS2,KHDRBS3,MAGOH,MYOD1,NCBP1,NCBP2,NOVA1,NOVA2,NSRP1,PQBP1,PTBP1,PUF60,RBFOX1,RBFOX2,RBFOX3,RBM11,RBM15,RBM15B,RBM17,RBM20,RBM24,RBM25,RBM4,RBM47,RBM5,RBM7,RBM8A,RBMX,RBMY1A1,RBPMS,RBPMS2,REST,RNPS1,RSRC1,SAP18,SCNM1,SFPQ,SFSWAP,SLU7,SMU1,SRRM4,SRSF1,SRSF12,SRSF2,SRSF6,SRSF9,STRAP,THRAP3,TIA1,TRA2B,WTAP,YTHDC1,ZBTB7A"
"GOBP_AMACRINE_CELL_DIFFERENTIATION","GOBP_AMACRINE_CELL_DIFFERENTIATION","BARHL2,DLX1,DLX2,FOXN4,GDF11,HES1,NEUROD1,NEUROD4,POU4F2,PTF1A,RORB,TGIF2"
"GOBP_AMELOGENESIS","GOBP_AMELOGENESIS","AMELX,AMELY,AMTN,CFTR,CNNM4,CSF3R,DMP1,ENAM,FAM20A,FAM20C,ITGB6,KLK4,KLK5,MMP20,MSX2,NECTIN1,ODAPH,PERP,PPARA,RELT,SLC24A4,SLC4A2,STIM1,TBX1,TCIRG1,TGFB1,WDR72"
"GOBP_AMIDE_CATABOLIC_PROCESS","GOBP_AMIDE_CATABOLIC_PROCESS","AADAT,AASS,ADA,ALLC,AMDHD1,DLST,FTCD,GDA,HAL,NIT1,NT5C,PIPOX,PM20D1,TDO2,UROC1,XDH"
"GOBP_AMINE_BIOSYNTHETIC_PROCESS","GOBP_AMINE_BIOSYNTHETIC_PROCESS","AANAT,AGMAT,ALDH2,AMD1,ASMT,AZIN1,AZIN2,DAO,DBH,DDC,GATA3,GCH1,GPR37,HAND2,HDC,INSM1,KL,MOXD1,MOXD2P,NR4A2,OAZ1,OAZ2,OAZ3,ODC1,PAH,PAOX,PARK7,PNMT,PRG3,SAT1,SAT2,SLC6A3,SMOX,SMS,SNCA,SRM,SULT1A2,TGFB2,TH,VPS35"
"GOBP_AMINE_CATABOLIC_PROCESS","GOBP_AMINE_CATABOLIC_PROCESS","ALDH7A1,ATP2B4,CHDH,COMT,DBH,DHPS,DMGDH,HNMT,MAOA,MAOB,MIR21,MOXD1,MOXD2P,PAOX,PDE1B,SAT1,SLC44A1,SLC6A3,SMOX,SULT1A3,SULT1A4"
"GOBP_AMINE_TRANSPORT","GOBP_AMINE_TRANSPORT","ABAT,ACE2,ADORA1,ADORA2A,ADORA3,ADRA2A,ADRA2B,ADRA2C,AQP8,AQP9,ARL6IP1,ARL6IP5,ATP1A2,AVP,AVPR1A,CARTPT,CHGA,CHRNA3,CHRNA4,CHRNA6,CHRNB2,CLTRN,CNR1,CRH,CXCL12,DRD1,DRD2,DRD3,DRD4,DTNBP1,FFAR3,FGF20,GABBR1,GDNF,GHSR,GRK2,GRM2,GRM7,HTR1B,HTR2A,ITGB1,KCNA2,KCNB1,KMO,LEP,NPY5R,NTSR1,OPRK1,OXT,OXTR,P2RX7,P2RY1,PER2,PINK1,PRKCB,PRKG1,PRKN,PSEN1,RAB3B,RAB3GAP1,RGS2,RGS4,RHAG,RHCG,SDHD,SLC12A2,SLC17A8,SLC18A1,SLC18A2,SLC18A3,SLC22A16,SLC22A2,SLC38A1,SLC38A2,SLC38A3,SLC43A1,SLC43A2,SLC44A1,SLC44A2,SLC6A1,SLC7A5,SNCA,SNCG,STX1A,STXBP1,SV2A,SYT1,SYT11,SYT4,TACR2,TH,TNF,TOR1A,TRH"
"GOBP_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY","GOBP_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY","AARS1,AARS2,AARSD1,DTD1,DTD2,IARS1,IARS2,LARS1,LARS2,PRORSD1P,TARS2,VARS1,VARS2"
"GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS","GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS","ABCC5,ANGPT1,AP2A1,B3GALT6,B3GAT1,B3GAT3,B3GNT2,B3GNT3,B3GNT4,B3GNT6,B3GNT7,B3GNT8,B3GNT9,B4GALT4,B4GALT5,B4GALT7,B4GAT1,CEMIP,CHPF,CHPF2,CHST1,CHST11,CHST12,CHST13,CHST14,CHST15,CHST2,CHST3,CHST5,CHST6,CHST7,CHST9,CHSY1,CHSY3,CLTC,CSGALNACT1,CSGALNACT2,DSE,DSEL,EGF,EXT1,EXT2,GALNT5,GCNT2,GLCE,HAS1,HAS2,HAS3,HEXA,HS3ST1,HS3ST2,HS3ST3A1,HS3ST3B1,HYAL1,IL1B,NDST1,NDST2,NDST3,NDST4,NFKB1,PDGFB,PXYLP1,SLC10A7,SLC35B2,SLC35D2,SMPD3,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL4,ST3GAL6,TGFB1,UGDH,UST,XYLT1,XYLT2"
"GOBP_AMINOGLYCAN_CATABOLIC_PROCESS","GOBP_AMINOGLYCAN_CATABOLIC_PROCESS","CD44,CEMIP,CEMIP2,CHI3L1,CHI3L2,CHIA,CHIT1,CTBS,FGF2,FUCA1,GLB1,GNS,GUSB,HEXA,HEXB,HMMR,HYAL1,HYAL2,HYAL3,HYAL4,IDS,IDUA,LYG1,LYG2,LYVE1,OVGP1,PGLYRP1,PGLYRP2,PGLYRP3,PGLYRP4,SGSH,SPAM1,STAB2,TGFB1"
"GOBP_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS","GOBP_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS","AKR1A1,AKR1B1,AKR1B10,AKR1C1,AKR1C2,AKR1C3,AKR1C4,AKR7A2,CBR4,SLC34A1"
"GOBP_AMINOPHOSPHOLIPID_TRANSLOCATION","GOBP_AMINOPHOSPHOLIPID_TRANSLOCATION","ATP11A,ATP11C,ATP8A1,ATP8A2,ATP8B1,TMEM30A,TMEM30B"
"GOBP_AMINOPHOSPHOLIPID_TRANSPORT","GOBP_AMINOPHOSPHOLIPID_TRANSPORT","ATP11A,ATP11B,ATP11C,ATP8A1,ATP8A2,ATP8B1,SCARB2,TMEM30A,TMEM30B"
"GOBP_AMINO_ACID_ACTIVATION","GOBP_AMINO_ACID_ACTIVATION","AARS1,AARS2,AARSD1,AASDH,CARS1,CARS2,DALRD3,DARS1,DARS2,EARS2,EPRS1,FARS2,FARSA,FARSB,GARS1,GATB,GATC,HARS1,HARS2,IARS1,IARS2,KARS1,LARS1,LARS2,LRRC47,MARS1,MARS2,NARS1,NARS2,PARS2,QARS1,QRSL1,RARS1,RARS2,SARS1,SARS2,TARS1,TARS2,TARS3,VARS1,VARS2,WARS1,WARS2,YARS1,YARS2"
"GOBP_AMINO_ACID_BETAINE_BIOSYNTHETIC_PROCESS","GOBP_AMINO_ACID_BETAINE_BIOSYNTHETIC_PROCESS","ACADM,ALDH7A1,ALDH9A1,BBOX1,CHDH,TMLHE"
"GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS","GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS","ACADL,ACADM,ALDH7A1,ALDH9A1,BBOX1,BHMT,BHMT2,CHDH,CPT1A,CPT1B,CPT1C,CPT2,CRAT,CROT,DMGDH,SLC22A4,TMLHE"
"GOBP_AMINO_ACID_BETAINE_TRANSPORT","GOBP_AMINO_ACID_BETAINE_TRANSPORT","PDZK1,SLC16A9,SLC22A1,SLC22A15,SLC22A16,SLC22A4,SLC22A5,SLC25A20,SLC25A29,SLC38A2,SLC6A12,SLC6A14,SLC6A20,SLC7A6"
"GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS","GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS","AASDHPPT,AASS,ABAT,ADI1,AGXT,AGXT2,ALDH18A1,ALDH1A1,APIP,ASL,ASNS,ASNSD1,ASS1,ATP2B4,BCAT1,BCAT2,BHMT,BHMT2,CAD,CARNS1,CBS,CLN3,CPS1,CTH,DPYD,ENOPH1,ENSG00000274276,GAD1,GAD2,GGT1,GLS,GLS2,GLUD1,GLUD2,GLUL,GOT1,GOT1L1,GOT2,HAO1,ILVBL,LGSN,MRI1,MTAP,MTHFD1,MTHFD2L,MTHFR,MTR,MTRR,NAGS,NOXRED1,OAT,OTC,PAH,PARK7,PCBD1,PCBD2,PHGDH,PLOD2,PLOD3,PSAT1,PSPH,PYCR1,PYCR2,PYCR3,SDS,SDSL,SEPHS1,SEPHS2,SERINC3,SERINC5,SHMT1,SHMT2,SLC1A3,SLC38A1,SRR,UPB1"
"GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE","GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE","ACE2,ARL6IP1,ARL6IP5,ATP1A2,CLN8,CLTRN,GFAP,GRM1,ITGB1,KCNJ10,NTSR1,PER2,PSEN1,RGS2,RGS4,SLC16A2,SLC17A8,SLC1A1,SLC1A2,SLC1A3,SLC1A4,SLC1A5,SLC1A6,SLC22A2,SLC22A4,SLC36A1,SLC36A4,SLC38A1,SLC38A2,SLC38A3,SLC38A4,SLC38A5,SLC3A2,SLC43A1,SLC43A2,SLC47A1,SLC6A13,SLC6A14,SLC6A20,SLC6A5,SLC6A6,SLC6A7,SLC6A9,SLC7A1,SLC7A11,SLC7A2,SLC7A3,SLC7A5,SLC7A8,TNF,TSPO2"
"GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE","GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE","ATP1A2,CLN8,ITGB1,KCNJ10,PER2,SLC17A8,SLC6A1,SLC6A11,SLC6A12,SLC6A13"
"GOBP_AMINO_ACID_SALVAGE","GOBP_AMINO_ACID_SALVAGE","ADI1,APIP,BHMT,BHMT2,ENOPH1,MRI1,MTAP"
"GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS","GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS","AMDHD2,GFPT1,GFPT2,GNE,GNPDA1,GNPDA2,GNPNAT1,NANP,PGM3,UAP1,UAP1L1"
"GOBP_AMINO_SUGAR_CATABOLIC_PROCESS","GOBP_AMINO_SUGAR_CATABOLIC_PROCESS","ALDH1A1,AMDHD2,CHI3L1,CHI3L2,CHIA,CHIT1,CTBS,GNPDA1,GNPDA2,HOGA1,MGAT1,NAGK,NPL,OVGP1,RENBP"
"GOBP_AMINO_SUGAR_METABOLIC_PROCESS","GOBP_AMINO_SUGAR_METABOLIC_PROCESS","ALDH1A1,AMDHD2,B4GALNT2,CHI3L1,CHI3L2,CHIA,CHIT1,CHST1,CHST2,CHST3,CHST4,CHST5,CHST6,CHST7,CMAS,CSGALNACT1,CTBS,DPAGT1,EXTL2,FN3K,GFPT1,GFPT2,GNE,GNPDA1,GNPDA2,GNPNAT1,HOGA1,LARGE1,MGAT1,MGAT3,NAGK,NANP,NPL,OGA,OVGP1,PGM3,RENBP,SLC35A3,ST3GAL1,ST6GAL1,UAP1,UAP1L1"
"GOBP_AMMONIUM_HOMEOSTASIS","GOBP_AMMONIUM_HOMEOSTASIS","OTC,RHAG,RHBG,RHCE,RHCG,RHD"
"GOBP_AMMONIUM_ION_METABOLIC_PROCESS","GOBP_AMMONIUM_ION_METABOLIC_PROCESS","ALDH2,ALDH7A1,ATP7A,BCHE,BTBD9,CHDH,DDC,DMGDH,ENPP6,GRIN2A,HDC,HNMT,HTR1A,PDE1B,PRG3,RNF180,SLC22A3,SLC29A4,SLC44A1,SRD5A1,TPH1,TPH2,TRH"
"GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT","GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT","AQP1,AQP8,HCN2,RHAG,RHBG,RHCE,RHCG,RHD,SLC12A2,SLC12A4,SLC12A5,SLC12A6,SLC12A7"
"GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING","GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING","APOE,CHRDL1,DLG4,FRRS1L,NLGN1,SHANK3,SHISA6,SHISA7,SLC7A11,SSH1,ZDHHC2"
"GOBP_AMP_BIOSYNTHETIC_PROCESS","GOBP_AMP_BIOSYNTHETIC_PROCESS","ADA,ADK,ADSL,ADSS1,ADSS2,APRT,ATIC,GART,HPRT1,NUDT2,PAICS,PFAS,PPAT"
"GOBP_AMP_METABOLIC_PROCESS","GOBP_AMP_METABOLIC_PROCESS","ADA,ADK,ADSL,ADSS1,ADSS2,AK1,AK2,AK3,AK4,AMPD1,AMPD2,AMPD3,APRT,ATIC,GART,HPRT1,NT5C1A,NT5E,NUDT2,PAICS,PFAS,PPAT,XDH"
"GOBP_AMYLOID_BETA_CLEARANCE","GOBP_AMYLOID_BETA_CLEARANCE","ABCA7,APOE,C3,C5AR1,CD36,CLTC,CLU,CYP51A1,HMGCR,IDE,IFNG,IFNGR1,IGF1R,IL4,INSR,ITGAM,ITGB2,LDLR,LRP1,LRP2,LRP4,LRPAP1,MARCO,MIR1908,MIR34A,MME,MSR1,MYOCD,PICALM,PLA2G3,RAB11A,RAB11B,RAB5A,ROCK1,SRF,TNF,TREM2,TTPA"
"GOBP_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS","GOBP_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS","ABCA7,CD36,IDE,LDLR,LRP1,LRP4,MME,TREM2"
"GOBP_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS","GOBP_AMYLOID_BETA_CLEARANCE_BY_TRANSCYTOSIS","CLTC,LRP1,LRPAP1,PICALM,RAB11A,RAB11B,RAB5A"
"GOBP_AMYLOID_BETA_METABOLIC_PROCESS","GOBP_AMYLOID_BETA_METABOLIC_PROCESS","ABCA2,ABCA7,ABCG1,ACE,APEH,APH1A,APH1B,APOE,BACE1,BACE2,BECN1,BIN1,CASP3,CHRNA7,CLU,CSNK1E,DYRK1A,EFNA1,EPHA4,GGA3,GSAP,GSK3A,HAP1,IDE,IFNG,IFNGR1,IGF1,LRRTM3,MGAT3,MIR153-1,MIR15B,MIR186,MIR206,MIR24-1,MIR298,MIR29A,MIR29B1,MIR29C,MIR339,MIR361,MIR455,MME,NAT8B,NCSTN,NTRK2,PICALM,PIN1,PRNP,PSEN1,PSEN2,PSENEN,RELA,REN,ROCK1,ROCK2,RTN1,RTN2,RTN3,RTN4,SLC2A13,SORL1,SP1,SPON1,TMED10,TNF"
"GOBP_AMYLOID_FIBRIL_FORMATION","GOBP_AMYLOID_FIBRIL_FORMATION","APOE,APP,B2M,BACE1,CAMP,CD36,CDSN,CHRNA7,CLU,CRYAB,FKBP1A,FURIN,FUS,GSN,IAPP,LDLR,MAPT,MDM2,MIR31,NAT8,NAT8B,NUP153,PFDN1,PFDN2,PFDN4,PFDN5,PFDN6,PRKN,PSEN1,RIPK1,RIPK3,SERF1A,SERF1B,SIAH1,SIAH2,SNCA,TARDBP,TREM2,USP8,USP9X,VBP1,VHL"
"GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS","GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS","AATF,ABCA2,ABCA7,AGO2,BACE2,ITM2A,ITM2B,ITM2C,MIR101-1,MIR106A,MIR144,MIR147A,MIR153-1,MIR17,MIR20A,MIR298,MIR31,MIR323A,MIR455,MIR520C,MIR644A,NCSTN,NECAB1,NECAB2,NECAB3,PAWR,SOAT1"
"GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS","GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS","ABCA2,ABCA7,ABCG1,ADAM10,ADAM17,ADAM19,AGER,APH1A,APH1B,APOE,BACE1,BIN1,CASP3,CHRNA7,CLN3,CLU,CSNK1E,DHCR24,DYRK1A,EFNA1,EFNA3,EPHA4,FKBP1A,FLOT2,GGA3,GSAP,GSK3A,HAP1,IFNG,IFNGR1,IGF1,LRRTM3,LYN,MIR107,MIR153-1,MIR15B,MIR186,MIR206,MIR24-1,MIR298,MIR29A,MIR29B1,MIR29C,MIR339,MIR361,MIR455,NCSTN,NTRK2,PICALM,PIN1,PRNP,PSEN1,PSEN2,PSENEN,RANBP9,RELA,ROCK1,ROCK2,RTN1,RTN2,RTN3,RTN4,SLC2A13,SORL1,SP1,SPON1,TMED10,TNF"
"GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS","GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS","AATF,ABCA2,ABCA7,ABCG1,ACHE,ADAM10,ADAM17,ADAM19,AGER,AGO2,APH1A,APH1B,APOE,BACE1,BACE2,BIN1,CASP3,CHRNA7,CLN3,CLU,CSNK1E,DHCR24,DLG1,DYRK1A,EFNA1,EFNA3,EPHA4,FKBP1A,FLOT2,GGA3,GSAP,GSK3A,HAP1,IFNG,IFNGR1,IGF1,ITM2A,ITM2B,ITM2C,KLK6,LDLRAP1,LRRTM3,LYN,MIR101-1,MIR106A,MIR107,MIR144,MIR147A,MIR153-1,MIR15B,MIR17,MIR186,MIR206,MIR20A,MIR24-1,MIR298,MIR29A,MIR29B1,MIR29C,MIR31,MIR323A,MIR339,MIR361,MIR455,MIR520C,MIR644A,NAGLU,NCSTN,NECAB1,NECAB2,NECAB3,NSG1,NTRK2,PAWR,PICALM,PIN1,PRNP,PSEN1,PSEN2,PSENEN,RANBP9,RELA,ROCK1,ROCK2,RTN1,RTN2,RTN3,RTN4,SLC2A13,SOAT1,SORL1,SP1,SPON1,TMCC2,TMED10,TNF"
"GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS","GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS","ANAPC1,ANAPC10,ANAPC11,ANAPC13,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,CDC16,CDC20,CDC20B,CDC23,CDC26,CDC27,CDK2,CUL3,ECRG4,FBXO31,FZR1,PLK1,UBE2C,UBE2S"
"GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT","GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT","BMPR1A,DAB1,DLL1,EGR2,HOXB1,HOXB2,HSPA5,KCNA2,KIF14,NRP1,NRP2,PAX2,PLXNA3,PLXNA4,SEMA3A,SEMA3F,TFAP2A"
