drugbank_id,drug_name,type,drug_FDA,uniprot_id,target_name,gene_name
DB00114,Pyridoxal phosphate,small molecule,approved,P17735,Tyrosine aminotransferase,TAT
DB00114,Pyridoxal phosphate,small molecule,approved,Q16773,Kynurenine--oxoglutarate transaminase 1,CCBL1
DB00114,Pyridoxal phosphate,small molecule,approved,O15270,Serine palmitoyltransferase 2,SPTLC2
DB00114,Pyridoxal phosphate,small molecule,approved,Q9Y600,Cysteine sulfinic acid decarboxylase,CSAD
DB00114,Pyridoxal phosphate,small molecule,approved,P19113,Histidine decarboxylase,HDC
DB00114,Pyridoxal phosphate,small molecule,approved,Q96A70,Arginine decarboxylase,AZIN2
DB00114,Pyridoxal phosphate,small molecule,approved,P20132,L-serine dehydratase/L-threonine deaminase,SDS
DB00114,Pyridoxal phosphate,small molecule,approved,O75600,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",GCAT
DB00114,Pyridoxal phosphate,small molecule,approved,P23378,"Glycine dehydrogenase [decarboxylating], mitochondrial",GLDC
DB00114,Pyridoxal phosphate,small molecule,approved,P24298,Alanine aminotransferase 1,GPT
DB00114,Pyridoxal phosphate,small molecule,approved,Q9Y617,Phosphoserine aminotransferase,PSAT1
DB00114,Pyridoxal phosphate,small molecule,approved,P13196,"5-aminolevulinate synthase, nonspecific, mitochondrial",ALAS1
DB00114,Pyridoxal phosphate,small molecule,approved,P21549,Serine--pyruvate aminotransferase,AGXT
DB00114,Pyridoxal phosphate,small molecule,approved,Q96GD0,Pyridoxal phosphate phosphatase,PDXP
DB00114,Pyridoxal phosphate,small molecule,approved,O15269,Serine palmitoyltransferase 1,SPTLC1
DB00114,Pyridoxal phosphate,small molecule,approved,P32929,Cystathionine gamma-lyase,CTH
DB00114,Pyridoxal phosphate,small molecule,approved,P54687,"Branched-chain-amino-acid aminotransferase, cytosolic",BCAT1
DB00114,Pyridoxal phosphate,small molecule,approved,O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2
DB00114,Pyridoxal phosphate,small molecule,approved,O94903,Proline synthase co-transcribed bacterial homolog protein,PROSC
DB00114,Pyridoxal phosphate,small molecule,approved,P00505,"Aspartate aminotransferase, mitochondrial",GOT2
DB00114,Pyridoxal phosphate,small molecule,approved,P11216,"Glycogen phosphorylase, brain form",PYGB
DB00114,Pyridoxal phosphate,small molecule,approved,P11217,"Glycogen phosphorylase, muscle form",PYGM
DB00114,Pyridoxal phosphate,small molecule,approved,P20711,Aromatic-L-amino-acid decarboxylase,DDC
DB00114,Pyridoxal phosphate,small molecule,approved,Q53ET4,Serine hydroxymethyltransferase,
DB00114,Pyridoxal phosphate,small molecule,approved,Q05329,Glutamate decarboxylase 2,GAD2
DB00114,Pyridoxal phosphate,small molecule,approved,Q6YP21,Kynurenine--oxoglutarate transaminase 3,CCBL2
DB00114,Pyridoxal phosphate,small molecule,approved,Q6ZQY3,Glutamate decarboxylase-like protein 1,GADL1
DB00114,Pyridoxal phosphate,small molecule,approved,Q96I15,Selenocysteine lyase,SCLY
DB00114,Pyridoxal phosphate,small molecule,approved,Q6WRI0,Immunoglobulin superfamily member 10,IGSF10
DB00114,Pyridoxal phosphate,small molecule,approved,Q8IUZ5,5-phosphohydroxy-L-lysine phospho-lyase,PHYKPL
DB00114,Pyridoxal phosphate,small molecule,approved,P34897,"Serine hydroxymethyltransferase, mitochondrial",SHMT2
DB00114,Pyridoxal phosphate,small molecule,approved,P22557,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",ALAS2
DB00114,Pyridoxal phosphate,small molecule,approved,Q8TD30,Alanine aminotransferase 2,GPT2
DB00114,Pyridoxal phosphate,small molecule,approved,Q96EN8,Molybdenum cofactor sulfurase,MOCOS
DB00114,Pyridoxal phosphate,small molecule,approved,Q96GA7,Serine dehydratase-like,SDSL
DB00114,Pyridoxal phosphate,small molecule,approved,Q9GZT4,Serine racemase,SRR
DB00114,Pyridoxal phosphate,small molecule,approved,Q9HD40,O-phosphoseryl-tRNA(Sec) selenium transferase,SEPSECS
DB00114,Pyridoxal phosphate,small molecule,approved,Q9NUV7,Serine palmitoyltransferase 3,SPTLC3
DB00114,Pyridoxal phosphate,small molecule,approved,Q9UGI5,Glutamic acid decarboxylase,GAD65
DB00115,Cyanocobalamin,small molecule,approved,Q99707,Methionine synthase,MTR
DB00115,Cyanocobalamin,small molecule,approved,P22033,"Methylmalonyl-CoA mutase, mitochondrial",MUT
DB00115,Cyanocobalamin,small molecule,approved,Q9UBK8,Methionine synthase reductase,MTRR
DB00115,Cyanocobalamin,small molecule,approved,Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial",MMAA
DB00115,Cyanocobalamin,small molecule,approved,Q9Y4U1,Methylmalonic aciduria and homocystinuria type C protein,MMACHC
DB00115,Cyanocobalamin,small molecule,approved,P42898,Methylenetetrahydrofolate reductase,MTHFR
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",MTHFD1
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",MTHFD2
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,P48728,"Aminomethyltransferase, mitochondrial",AMT
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,O75891,Cytosolic 10-formyltetrahydrofolate dehydrogenase,ALDH1L1
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,Q99707,Methionine synthase,MTR
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,O95954,Formimidoyltransferase-cyclodeaminase,FTCD
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,P31939,Bifunctional purine biosynthesis protein PURH,ATIC
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,P34896,"Serine hydroxymethyltransferase, cytosolic",SHMT1
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,P34897,"Serine hydroxymethyltransferase, mitochondrial",SHMT2
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,P42898,Methylenetetrahydrofolate reductase,MTHFR
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,Q53ET4,Serine hydroxymethyltransferase,
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,Q96DP5,"Methionyl-tRNA formyltransferase, mitochondrial",MTFMT
DB00117,Histidine,small molecule,investigational,P19113,Histidine decarboxylase,HDC
DB00117,Histidine,small molecule,investigational,P12081,"Histidine--tRNA ligase, cytoplasmic",HARS
DB00117,Histidine,small molecule,investigational,Q99624,Sodium-coupled neutral amino acid transporter 3,SLC38A3
DB00117,Histidine,small molecule,investigational,P42357,Histidine ammonia-lyase,HAL
DB00118,Ademetionine,small molecule,approved,P21964,Catechol O-methyltransferase,COMT
DB00118,Ademetionine,small molecule,approved,Q8N1G2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,CMTR1
DB00118,Ademetionine,small molecule,approved,Q9HBK9,Arsenite methyltransferase,AS3MT
DB00118,Ademetionine,small molecule,approved,Q14749,Glycine N-methyltransferase,GNMT
DB00118,Ademetionine,small molecule,approved,P17707,S-adenosylmethionine decarboxylase proenzyme,AMD1
DB00118,Ademetionine,small molecule,approved,P31153,S-adenosylmethionine synthase isoform type-2,MAT2A
DB00118,Ademetionine,small molecule,approved,P35520,Cystathionine beta-synthase,CBS
DB00118,Ademetionine,small molecule,approved,Q00266,S-adenosylmethionine synthase isoform type-1,MAT1A
DB00119,Pyruvic acid,small molecule,approved,O15427,Monocarboxylate transporter 4,SLC16A3
DB00119,Pyruvic acid,small molecule,approved,P36021,Monocarboxylate transporter 8,SLC16A2
DB00119,Pyruvic acid,small molecule,approved,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGXT2
DB00119,Pyruvic acid,small molecule,approved,O15375,Monocarboxylate transporter 6,SLC16A5
DB00119,Pyruvic acid,small molecule,approved,P30613,Pyruvate kinase PKLR,PKLR
DB00119,Pyruvic acid,small molecule,approved,O15403,Monocarboxylate transporter 7,SLC16A6
DB00119,Pyruvic acid,small molecule,approved,O60669,Monocarboxylate transporter 2,SLC16A7
DB00119,Pyruvic acid,small molecule,approved,P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB
DB00119,Pyruvic acid,small molecule,approved,P14618,Pyruvate kinase PKM,PKM
DB00119,Pyruvic acid,small molecule,approved,P80404,"4-aminobutyrate aminotransferase, mitochondrial",ABAT
DB00119,Pyruvic acid,small molecule,approved,O15374,Monocarboxylate transporter 5,SLC16A4
DB00119,Pyruvic acid,small molecule,approved,O95907,Monocarboxylate transporter 3,SLC16A8
DB00119,Pyruvic acid,small molecule,approved,P53985,Monocarboxylate transporter 1,SLC16A1
DB00119,Pyruvic acid,small molecule,approved,P11498,"Pyruvate carboxylase, mitochondrial",PC
DB00120,Phenylalanine,small molecule,approved,P17735,Tyrosine aminotransferase,TAT
DB00120,Phenylalanine,small molecule,approved,Q9UHI5,Large neutral amino acids transporter small subunit 2,SLC7A8
DB00120,Phenylalanine,small molecule,approved,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,FARSA
DB00120,Phenylalanine,small molecule,approved,P00439,Phenylalanine-4-hydroxylase,PAH
DB00120,Phenylalanine,small molecule,approved,O95363,"Phenylalanine--tRNA ligase, mitochondrial",FARS2
DB00120,Phenylalanine,small molecule,approved,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,FARSB
DB00120,Phenylalanine,small molecule,approved,P07101,Tyrosine 3-monooxygenase,TH
DB00121,Biotin,small molecule,approved,P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB
DB00121,Biotin,small molecule,approved,P50747,Biotin--protein ligase,HLCS
DB00121,Biotin,small molecule,approved,Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2
DB00121,Biotin,small molecule,approved,O00763,Acetyl-CoA carboxylase 2,ACACB
DB00121,Biotin,small molecule,approved,Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCC1
DB00121,Biotin,small molecule,approved,P11498,"Pyruvate carboxylase, mitochondrial",PC
DB00121,Biotin,small molecule,approved,P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA
DB00121,Biotin,small molecule,approved,Q13085,Acetyl-CoA carboxylase 1,ACACA
DB00122,Choline,small molecule,approved,P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7
DB00122,Choline,small molecule,approved,Q9Y5K3,Choline-phosphate cytidylyltransferase B,PCYT1B
DB00122,Choline,small molecule,approved,P22303,Acetylcholinesterase,ACHE
DB00122,Choline,small molecule,approved,P49585,Choline-phosphate cytidylyltransferase A,PCYT1A
DB00122,Choline,small molecule,approved,O14939,Phospholipase D2,PLD2
DB00122,Choline,small molecule,approved,P06276,Cholinesterase,BCHE
DB00122,Choline,small molecule,approved,Q13393,Phospholipase D1,PLD1
DB00122,Choline,small molecule,approved,Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase,PHOSPHO1
DB00123,Lysine,small molecule,approved,P30825,High affinity cationic amino acid transporter 1,SLC7A1
DB00123,Lysine,small molecule,approved,O43246,Cationic amino acid transporter 4,SLC7A4
DB00123,Lysine,small molecule,approved,Q8WY07,Cationic amino acid transporter 3,SLC7A3
DB00123,Lysine,small molecule,approved,P52569,Low affinity cationic amino acid transporter 2,SLC7A2
DB00123,Lysine,small molecule,approved,Q15046,Lysine--tRNA ligase,KARS
DB00125,Arginine,small molecule,investigational,Q8WY07,Cationic amino acid transporter 3,SLC7A3
DB00125,Arginine,small molecule,investigational,Q96A70,Arginine decarboxylase,AZIN2
DB00125,Arginine,small molecule,investigational,P04424,Argininosuccinate lyase,ASL
DB00125,Arginine,small molecule,investigational,P35228,"Nitric oxide synthase, inducible",NOS2
DB00125,Arginine,small molecule,investigational,P30825,High affinity cationic amino acid transporter 1,SLC7A1
DB00125,Arginine,small molecule,investigational,P78540,"Arginase-2, mitochondrial",ARG2
DB00125,Arginine,small molecule,investigational,O43246,Cationic amino acid transporter 4,SLC7A4
DB00125,Arginine,small molecule,investigational,P00966,Argininosuccinate synthase,ASS1
DB00125,Arginine,small molecule,investigational,P29474,"Nitric oxide synthase, endothelial",NOS3
DB00126,Ascorbic acid,small molecule,approved,O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2
DB00126,Ascorbic acid,small molecule,approved,O14832,"Phytanoyl-CoA dioxygenase, peroxisomal",PHYH
DB00126,Ascorbic acid,small molecule,approved,O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3
DB00126,Ascorbic acid,small molecule,approved,O75936,Gamma-butyrobetaine dioxygenase,BBOX1
DB00126,Ascorbic acid,small molecule,approved,P09172,Dopamine beta-hydroxylase,DBH
DB00126,Ascorbic acid,small molecule,approved,P19021,Peptidyl-glycine alpha-amidating monooxygenase,PAM
DB00126,Ascorbic acid,small molecule,approved,Q32P28,Prolyl 3-hydroxylase 1,P3H1
DB00126,Ascorbic acid,small molecule,approved,Q8IVL5,Prolyl 3-hydroxylase 2,P3H2
DB00126,Ascorbic acid,small molecule,approved,Q8IVL6,Prolyl 3-hydroxylase 3,P3H3
DB00126,Ascorbic acid,small molecule,approved,P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1
DB00126,Ascorbic acid,small molecule,approved,Q8N543,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,OGFOD1
DB00126,Ascorbic acid,small molecule,approved,Q6N063,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,OGFOD2
DB00126,Ascorbic acid,small molecule,approved,Q6NS38,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,ALKBH2
DB00126,Ascorbic acid,small molecule,approved,Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,ALKBH3
DB00126,Ascorbic acid,small molecule,approved,Q9BY66,Lysine-specific demethylase 5D,KDM5D
DB00126,Ascorbic acid,small molecule,approved,Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1
DB00126,Ascorbic acid,small molecule,approved,Q9NVH6,"Trimethyllysine dioxygenase, mitochondrial",TMLHE
DB00126,Ascorbic acid,small molecule,approved,Q9NXG6,Transmembrane prolyl 4-hydroxylase,P4HTM
DB00126,Ascorbic acid,small molecule,approved,Q9GZT9,Egl nine homolog 1,EGLN1
DB00126,Ascorbic acid,small molecule,approved,Q96KS0,Egl nine homolog 2,EGLN2
DB00126,Ascorbic acid,small molecule,approved,Q9H6Z9,Egl nine homolog 3,EGLN3
DB00127,Spermine,small molecule,experimental,P52788,Spermine synthase,SMS
DB00127,Spermine,small molecule,experimental,Q9NWM0,Spermine oxidase,SMOX
DB00127,Spermine,small molecule,experimental,P11926,Ornithine decarboxylase,ODC1
DB00127,Spermine,small molecule,experimental,P41180,Extracellular calcium-sensing receptor,CASR
DB00127,Spermine,small molecule,experimental,P08588,Beta-1 adrenergic receptor,ADRB1
DB00127,Spermine,small molecule,experimental,P07550,Beta-2 adrenergic receptor,ADRB2
DB00128,Aspartic acid,small molecule,approved,Q9UJS0,Calcium-binding mitochondrial carrier protein Aralar2,SLC25A13
DB00128,Aspartic acid,small molecule,approved,P17174,"Aspartate aminotransferase, cytoplasmic",GOT1
DB00128,Aspartic acid,small molecule,approved,P45381,Aspartoacylase,ASPA
DB00128,Aspartic acid,small molecule,approved,P08243,Asparagine synthetase [glutamine-hydrolyzing],ASNS
DB00128,Aspartic acid,small molecule,approved,P00966,Argininosuccinate synthase,ASS1
DB00128,Aspartic acid,small molecule,approved,Q03154,Aminoacylase-1,ACY1
DB00128,Aspartic acid,small molecule,approved,P00505,"Aspartate aminotransferase, mitochondrial",GOT2
DB00128,Aspartic acid,small molecule,approved,P14868,"Aspartate--tRNA ligase, cytoplasmic",DARS
DB00128,Aspartic acid,small molecule,approved,O75746,Calcium-binding mitochondrial carrier protein Aralar1,SLC25A12
DB00128,Aspartic acid,small molecule,approved,Q12797,Aspartyl/asparaginyl beta-hydroxylase,ASPH
DB00128,Aspartic acid,small molecule,approved,P22234,Multifunctional protein ADE2,PAICS
DB00128,Aspartic acid,small molecule,approved,P30520,Adenylosuccinate synthetase isozyme 2,ADSS
DB00128,Aspartic acid,small molecule,approved,P43005,Excitatory amino acid transporter 3,SLC1A1
DB00128,Aspartic acid,small molecule,approved,Q6PI48,"Aspartate--tRNA ligase, mitochondrial",DARS2
DB00128,Aspartic acid,small molecule,approved,Q7L266,Isoaspartyl peptidase/L-asparaginase,ASRGL1
DB00128,Aspartic acid,small molecule,approved,P07998,Ribonuclease pancreatic,RNASE1
DB00128,Aspartic acid,small molecule,approved,P61626,Lysozyme C,LYZ
DB00129,Ornithine,small molecule,approved,P04181,"Ornithine aminotransferase, mitochondrial",OAT
DB00129,Ornithine,small molecule,approved,P00480,"Ornithine carbamoyltransferase, mitochondrial",OTC
DB00129,Ornithine,small molecule,approved,P05089,Arginase-1,ARG1
DB00129,Ornithine,small molecule,approved,P54368,Ornithine decarboxylase antizyme 1,OAZ1
DB00129,Ornithine,small molecule,approved,P30825,High affinity cationic amino acid transporter 1,SLC7A1
DB00129,Ornithine,small molecule,approved,P52569,Low affinity cationic amino acid transporter 2,SLC7A2
DB00129,Ornithine,small molecule,approved,Q9BXI2,Mitochondrial ornithine transporter 2,SLC25A2
DB00129,Ornithine,small molecule,approved,P78540,"Arginase-2, mitochondrial",ARG2
DB00129,Ornithine,small molecule,approved,Q9Y619,Mitochondrial ornithine transporter 1,SLC25A15
DB00129,Ornithine,small molecule,approved,P50440,"Glycine amidinotransferase, mitochondrial",GATM
DB00130,L-Glutamine,small molecule,approved,P17812,CTP synthase 1,CTPS1
DB00130,L-Glutamine,small molecule,approved,Q06203,Amidophosphoribosyltransferase,PPAT
DB00130,L-Glutamine,small molecule,approved,P15104,Glutamine synthetase,GLUL
DB00131,Adenosine phosphate,small molecule,approved,P55263,Adenosine kinase,ADK
DB00131,Adenosine phosphate,small molecule,approved,Q9Y478,5'-AMP-activated protein kinase subunit beta-1,PRKAB1
DB00131,Adenosine phosphate,small molecule,approved,Q9NR19,"Acetyl-coenzyme A synthetase, cytoplasmic",ACSS2
DB00131,Adenosine phosphate,small molecule,approved,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1
DB00131,Adenosine phosphate,small molecule,approved,Q08828,Adenylate cyclase type 1,ADCY1
DB00131,Adenosine phosphate,small molecule,approved,P33121,Long-chain-fatty-acid--CoA ligase 1,ACSL1
DB00131,Adenosine phosphate,small molecule,approved,P16220,Cyclic AMP-responsive element-binding protein 1,CREB1
DB00131,Adenosine phosphate,small molecule,approved,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B
